EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,2,2,0,1,2,2,2,1,14,püha; uskumus; nelipüha; muna
0,2,2,0,1,2,2,2,1,14,püha; uskumus; nelipüha; muna
0,2,2,0,1,2,2,2,1,14,püha; uskumus; nelipüha; muna
0,2,2,0,1,2,2,2,1,14,püha; uskumus; nelipüha; muna
0,1,2,0,1,2,2,2,1,14,püha; uskumus; nelipüha
0,2,2,0,1,2,2,2,1,14,püha; uskumus; nelipüha
1,2,3,0,1,2,2,3,1,14,uskumus; püha; liikuv; nelipüha; rituaalne; muna
2,0,2,1,1,2,1,3,1,14,püha; uskumus; rituaalne; nelipüha; esivanem; liikuv
0,1,3,1,2,1,3,1,1,14,püha; sümbol; uskumus; rituaalne; muna; nelipüha
0,2,2,0,1,2,2,2,1,14,püha; sümbol; nelipüha; rituaalne; muna
0,2,1,2,1,2,1,1,1,14,viljakusjumalus; püha; sümbol; juustuveeretamine; uskumus; rituaalne
