Model,Average Score
MiniLM-L12_multi,0.4578122916919005
multi_e5,0.45667818257932247
LaBSE,0.4519541132238032
MiniLM_multi,0.43676238493449304
xml_roberta,0.4050865349490689
EstBERT,0.3919248241668614
bertMulti,0.3843917011559496
est-roberta,0.37896224620787194
distilbertMulti,0.3603146141536586
