Diversity,Model,Mean Score
7.0,multi_e5,0.6551283322959449
6.0,multi_e5,0.6537278239062725
8.0,multi_e5,0.6506191832015276
5.0,multi_e5,0.6498574838521949
6.0,LaBSE,0.6396439141544921
4.0,multi_e5,0.6372866596719796
7.0,LaBSE,0.6370824535499029
9.0,multi_e5,0.6345147760831455
5.0,LaBSE,0.6329236318409005
5.0,MiniLM-L12_multi,0.6314789689584581
