Model,Average Score
multi_e5,0.6837452945830372
LaBSE,0.6589618932938546
est-roberta,0.6486097405233816
EstBERT,0.6388824211972021
bertMulti,0.6364876683929949
MiniLM-L12_multi,0.6354217084363205
MiniLM_multi,0.6348078357670134
xml_roberta,0.5906539179783152
distilbertMulti,0.5074720778204571
