Model,Average Score
multi_e5,0.7433950785322747
est-roberta,0.743152471707824
LaBSE,0.7217501842859757
bertMulti,0.7199578894587221
EstBERT,0.7157238667261653
MiniLM_multi,0.7010837730532941
MiniLM-L12_multi,0.6990193798068481
xml_roberta,0.6738162459558696
distilbertMulti,0.5960247429906755
