EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,2,4,1,1,3,1,3,2,16,piret; peeter; lasmann; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,2,16,piret; peeter; lasmann; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
1,2,4,1,1,3,1,3,1,16,piret; peeter; kriivan; tunnustus; teenetemärk; enesekindlus
