Diversity,Model,Mean Score
6.0,MiniLM-L12_multi,0.4674142440138312
5.0,MiniLM-L12_multi,0.4630990909293283
7.0,MiniLM-L12_multi,0.4583208604977181
4.0,MiniLM-L12_multi,0.45608634818086147
5.0,LaBSE,0.45521896906206333
6.0,LaBSE,0.44877515642157023
4.0,LaBSE,0.4450764826371122
8.0,MiniLM-L12_multi,0.4450074853719075
3.0,MiniLM-L12_multi,0.44270969705739227
7.0,LaBSE,0.4397856153484809
