Diversity,Model,Mean Score
6.0,multi_e5,0.6960932809227873
7.0,multi_e5,0.6876456950437858
8.0,multi_e5,0.6846594009769105
6.0,LaBSE,0.6764007247005184
5.0,multi_e5,0.6749975478486401
7.0,LaBSE,0.6740407044270563
5.0,LaBSE,0.6705808082239971
9.0,multi_e5,0.6672145679270722
9.0,LaBSE,0.6668423518743866
8.0,LaBSE,0.6646016914515366
