Model,Average Score
multi_e5,0.7612480199890488
LaBSE,0.7381994466566191
est-roberta,0.7239883054937822
bertMulti,0.721887318744728
MiniLM_multi,0.7113517917567314
EstBERT,0.7089436120117353
MiniLM-L12_multi,0.7001896786598681
xml_roberta,0.6551398242428124
distilbertMulti,0.580086633621909
