Model,Average Score
multi_e5,0.698362754899543
LaBSE,0.6732466547739439
MiniLM_multi,0.6403587886194134
bertMulti,0.6396154287436303
MiniLM-L12_multi,0.6375213872836187
EstBERT,0.6221654828659472
est-roberta,0.6220045363085869
xml_roberta,0.5808655600978402
distilbertMulti,0.5016677766178774
