Diversity,Model,Score
diversity_6,multi_e5,0.7556469234526509
diversity_8,multi_e5,0.7523725510767564
diversity_7,multi_e5,0.7430603029867735
diversity_7,LaBSE,0.7399844878585848
diversity_6,LaBSE,0.7347582132779501
diversity_9,multi_e5,0.7322185286620271
diversity_5,multi_e5,0.7278957117682608
diversity_5,LaBSE,0.7253827853814954
diversity_9,LaBSE,0.718612703420495
diversity_8,LaBSE,0.7178712927700286
diversity_10,multi_e5,0.7143145790636761
diversity_10,LaBSE,0.7044567614188357
diversity_4,multi_e5,0.7037983538983281
diversity_6,MiniLM_multi,0.6970254955503924
diversity_6,MiniLM-L12_multi,0.6967770858599032
diversity_4,LaBSE,0.6967348620973493
diversity_7,MiniLM-L12_multi,0.6939575208073661
diversity_5,MiniLM_multi,0.6891638809485817
diversity_8,MiniLM-L12_multi,0.6852058139945136
diversity_8,MiniLM_multi,0.6839652724392147
diversity_7,MiniLM_multi,0.6837945773601088
diversity_5,MiniLM-L12_multi,0.6792402886023887
diversity_9,MiniLM-L12_multi,0.6765044774197251
diversity_3,multi_e5,0.6734101481450553
diversity_6,bertMulti,0.6728915675684252
diversity_9,MiniLM_multi,0.6719321192844154
diversity_3,EstBERT,0.6708023156133321
diversity_10,MiniLM_multi,0.6684414974191806
diversity_4,EstBERT,0.6643910296980472
diversity_10,distilbertMulti,0.6632505725030235
diversity_10,MiniLM-L12_multi,0.6625255017218381
diversity_2,EstBERT,0.6601390462058677
diversity_8,bertMulti,0.65732101621098
diversity_7,bertMulti,0.6555628946121722
diversity_5,bertMulti,0.6549682270773602
diversity_5,EstBERT,0.6541733508006728
diversity_4,MiniLM_multi,0.6520964323821651
diversity_1,EstBERT,0.6510751080513723
diversity_9,bertMulti,0.6502576669785132
diversity_3,LaBSE,0.6481943609175291
diversity_2,multi_e5,0.6464697071933914
diversity_9,distilbertMulti,0.6463927045654342
diversity_4,MiniLM-L12_multi,0.6449250858790333
diversity_4,bertMulti,0.6428753619388294
diversity_10,bertMulti,0.6419661186289154
diversity_0,EstBERT,0.6418763935153254
diversity_5,est-roberta,0.6331105026628763
diversity_6,est-roberta,0.6314713750349715
diversity_3,bertMulti,0.6309293538466656
diversity_6,EstBERT,0.6301377315876799
diversity_8,est-roberta,0.6290494696222251
diversity_4,est-roberta,0.6285779284927892
diversity_7,est-roberta,0.6257929028459215
diversity_3,est-roberta,0.6233575771875566
diversity_1,multi_e5,0.6225442845147438
diversity_8,distilbertMulti,0.6216117794839415
diversity_9,est-roberta,0.6209413211773893
diversity_2,bertMulti,0.6169069053963274
diversity_2,est-roberta,0.6151660431072196
diversity_1,est-roberta,0.613959226379247
diversity_3,MiniLM_multi,0.612360176134686
diversity_0,est-roberta,0.6112967456711007
diversity_0,multi_e5,0.6102592131333101
diversity_10,est-roberta,0.6093268072131591
diversity_1,bertMulti,0.6092993637291884
diversity_10,xml_roberta,0.6091318826703244
diversity_9,xml_roberta,0.6051898133638329
diversity_2,LaBSE,0.603436813205905
diversity_0,bertMulti,0.6027912401925559
diversity_3,MiniLM-L12_multi,0.6017157878432388
diversity_7,EstBERT,0.5982792534024475
diversity_8,xml_roberta,0.59807878353157
diversity_7,xml_roberta,0.5885963757461435
diversity_7,distilbertMulti,0.5854520597174105
diversity_6,xml_roberta,0.5847303134267788
diversity_2,MiniLM_multi,0.5825105259902732
diversity_8,EstBERT,0.5780307057970886
diversity_5,xml_roberta,0.5763976558261904
diversity_2,MiniLM-L12_multi,0.5747008406683329
diversity_1,LaBSE,0.5723160176023953
diversity_4,xml_roberta,0.5706476020491759
diversity_3,xml_roberta,0.5663870660452187
diversity_2,xml_roberta,0.5660529149022442
diversity_1,xml_roberta,0.5649299229704287
diversity_0,xml_roberta,0.5593788305443362
diversity_1,MiniLM_multi,0.5590336674514951
diversity_1,MiniLM-L12_multi,0.5536765488648874
diversity_9,EstBERT,0.5529746818130461
diversity_0,LaBSE,0.5439649045628148
diversity_0,MiniLM_multi,0.543623029853035
diversity_0,MiniLM-L12_multi,0.5435063084585788
diversity_10,EstBERT,0.5419406950405403
diversity_6,distilbertMulti,0.5372297090260196
diversity_5,distilbertMulti,0.4638201066935587
diversity_4,distilbertMulti,0.43467325559430825
diversity_3,distilbertMulti,0.41077872023821455
diversity_2,distilbertMulti,0.3925766599766858
diversity_1,distilbertMulti,0.38526010431776686
diversity_0,distilbertMulti,0.3772998706802886
