EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
11,8,5,6,6,4,5,5,0,19,prius; robert; kindlusloss; palee; šotimaa; edinburghi; kroon; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
12,8,5,6,6,4,5,6,0,19,prius; robert; kindlusloss; palee; sõda; šotimaa; edinburghi; kroon; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
11,8,4,7,6,4,5,9,0,19,prius; robert; palee; kindlusloss; sõda; šotimaa; edinburghi; kroon; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
11,5,4,8,6,3,6,9,0,19,margaret; prius; robert; kindlusloss; palee; sõda; šotimaa; edinburghi; kroon; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
10,7,3,8,7,5,5,9,0,19,margaret; prius; robert; kindlusloss; palee; sõda; šotimaa; edinburghi; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
6,4,2,9,6,3,6,9,0,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; edinburghi; marie; püha; rahvuslik; kuninglik; sõjamemoriaal; stewart
4,2,4,9,4,5,7,6,0,19,margaret; prius; robert; palee; kindlusloss; šotimaa; edinburghi; marie; püha; rahvuslik; kuninglik; stewart
4,3,7,9,7,5,7,6,0,19,margaret; prius; robert; palee; kindlusloss; šotimaa; edinburghi; marie; püha; rahvuslik; kuninglik; stewart
5,4,4,10,7,6,5,3,0,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; edinburghi; kroon; marie; püha; kuninglik; stewart
2,5,6,10,7,5,8,4,0,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; edinburghi; marie; püha; kuninglik; stewart
3,5,3,10,7,5,7,4,0,19,margaret; prius; robert; palee; kindlusloss; sõda; šotimaa; edinburghi; kroon; marie; püha; kuninglik; stewart
