Model,Average Score
LaBSE,0.14381271460277464
MiniLM-L12_multi,0.10884448540144431
MiniLM_multi,0.1031255459405966
EstBERT,0.087615542677814
multi_e5,0.08657907290395095
est-roberta,0.08055230093472422
xml_roberta,0.07010389530724459
distilbertMulti,0.0686051710782572
bertMulti,0.0475542699253296
