Model,Average Score
multi_e5,0.2204360453839767
EstBERT,0.2038281256137059
LaBSE,0.19557698028960574
MiniLM_multi,0.18662754598542433
MiniLM-L12_multi,0.1801107946521447
est-roberta,0.17156712286004436
bertMulti,0.15500885564288558
xml_roberta,0.13522061241253944
distilbertMulti,0.134136232298642
