Diversity,Model,Mean Score
5.0,EstBERT,0.2142654054322011
6.0,multi_e5,0.20948193657429984
4.0,EstBERT,0.2073526521335689
3.0,EstBERT,0.20685919070163997
1.0,EstBERT,0.2067688026945853
5.0,multi_e5,0.20665586452050158
2.0,EstBERT,0.20664534590446182
0.0,EstBERT,0.20662635255213516
7.0,multi_e5,0.2061969973833579
4.0,multi_e5,0.205043984478109
