EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,2,2,3,0,2,2,0,1,17,sümfooniaorkester; järvi; stravinski; riiklik; kontserdisaal; akustika
1,2,2,3,0,2,2,0,1,17,sümfooniaorkester; järvi; stravinski; riiklik; kontserdisaal; akustika
1,2,2,3,0,2,2,0,0,17,sümfooniaorkester; stravinski; riiklik; kontserdisaal; akustika
1,2,2,3,0,2,2,0,0,17,sümfooniaorkester; stravinski; riiklik; kontserdisaal; akustika
1,2,2,3,0,2,2,0,0,17,sümfooniaorkester; stravinski; riiklik; kontserdisaal; akustika
1,2,2,3,0,2,2,0,0,17,sümfooniaorkester; stravinski; riiklik; kontserdisaal; akustika
1,1,2,2,0,3,2,2,1,17,järvi; linnaorkester; riiklik; annika; läänemere; sümfooniaorkester; kontserdisaal; akustika; arvo; helsingi
0,1,2,1,0,2,2,2,0,17,sümfooniaorkester; järvi; stravinski; riiklik; annika; akustika; läänemere
0,1,2,0,0,1,2,1,0,17,sümfooniaorkester; festival; riiklik; annika; akustika; läänemere
0,1,2,0,0,0,2,2,0,17,sümfooniaorkester; riiklik; annika; akustika; läänemere
0,2,4,2,0,0,2,1,0,17,järvi; paavo; riiklik; annika; kuuda; läänemere; sümfooniaorkester; akustika
