Model,Average Score
multi_e5,0.21667486545345635
MiniLM-L12_multi,0.18336909362003181
MiniLM_multi,0.18053993393703968
est-roberta,0.17237679059664002
LaBSE,0.16711969802382837
bertMulti,0.14450274370990435
EstBERT,0.14225696180871386
xml_roberta,0.12358063086272814
distilbertMulti,0.06807140283776225
