Model,Average Score
multi_e5,0.17784424519625994
MiniLM-L12_multi,0.14358055295749966
MiniLM_multi,0.14129719882956585
LaBSE,0.13416903348447118
est-roberta,0.1262011177811323
EstBERT,0.10798131660325581
bertMulti,0.09978722152087384
xml_roberta,0.08558866655638164
distilbertMulti,0.04771782132747045
