word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
üldse;8;no;2;2626;932062911;3040.9333244664394
Peela;6;no;1;2626;932062911;2283.394040762352
varem;5;no;1;2626;932062911;1902.994855345444
aasta;5;no;2;2626;932062911;1900.9575248477493
päev;4;no;1;2626;932062911;1522.595669928536
eesti;4;no;1;2626;932062911;1522.595669928536
muusika;4;no;1;2626;932062911;1522.595669928536
suurem;4;no;1;2626;932062911;1522.595669928536
hästi;4;no;1;2626;932062911;1522.595669928536
osa;4;no;1;2626;932062911;1522.595669928536
partabki;4;no;1;2626;932062911;1522.595669928536
üldiselt;3;no;1;2626;932062911;1142.196484511628
suur;3;no;1;2626;932062911;1142.196484511628
tea;3;no;1;2626;932062911;1142.196484511628
Debretsinis;3;no;1;2626;932062911;1142.196484511628
lihtsalt;3;no;1;2626;932062911;1142.196484511628
festivalil;3;no;1;2626;932062911;1142.196484511628
hea;3;no;2;2626;932062911;1140.9736584352895
eriti;3;no;3;2626;932062911;1139.75344785372
jälle;3;no;3;2626;932062911;1139.75344785372
temperamentsed;3;no;197;2626;932062911;943.9165580494268
laulsime;7;no;2159;2626;932062911;804.0880219797316
no;2;no;1;2626;932062911;761.7972990947204
programmi;2;no;1;2626;932062911;761.7972990947204
esimene;2;no;1;2626;932062911;761.7972990947204
paremini;2;no;1;2626;932062911;761.7972990947204
nimed;2;no;1;2626;932062911;761.7972990947204
pilt;2;no;1;2626;932062911;761.7972990947204
Debretseni;2;no;1;2626;932062911;761.7972990947204
ajal;2;no;1;2626;932062911;761.7972990947204
värvide;2;no;1;2626;932062911;761.7972990947204
inimesed;2;no;1;2626;932062911;761.7972990947204
võtsid;2;no;1;2626;932062911;761.7972990947204
Lõuna-Karoliina;2;no;1;2626;932062911;761.7972990947204
teatud;2;no;1;2626;932062911;761.7972990947204
võimalik;2;no;2;2626;932062911;760.9817252290595
võimalus;2;no;2;2626;932062911;760.9817252290595
tõsiselt;2;no;2;2626;932062911;760.9817252290595
laulsite;2;no;69;2626;932062911;710.0500854388935
kontsertkoor;2;no;111;2626;932062911;681.4591890759477
veidikese;3;no;687;2626;932062911;658.2456861507256
serenaad;2;no;210;2626;932062911;622.3867342499291
serenaadi;2;no;219;2626;932062911;617.5203793750395
kammerkooride;2;no;275;2626;932062911;588.8713827652828
konkursid;4;no;1510;2626;932062911;581.7530505296287
koorid;5;no;2288;2626;932062911;551.4221207545356
Budapesti;5;no;2420;2626;932062911;529.7078147071338
dirigente;2;no;418;2626;932062911;526.4975429617275
partituuri;2;no;472;2626;932062911;506.2485447885017
kaba;2;no;499;2626;932062911;496.6971053624473
rahvalaulud;2;no;626;2626;932062911;456.2105935947392
kaunikesti;2;no;637;2626;932062911;453.0123046705917
naiskoor;3;no;1425;2626;932062911;452.1479557455843
Ingerimaa;2;no;654;2626;932062911;448.1567537804037
pela;2;no;781;2626;932062911;414.932108401276
kooride;3;no;1643;2626;932062911;413.8699572036926
eksperimentaalshow;1;no;1;2626;932062911;381.3981136778126
partaki;1;no;1;2626;932062911;381.3981136778126
avangardprogrammiga;1;no;1;2626;932062911;381.3981136778126
olist;1;no;1;2626;932062911;381.3981136778126
pikkus;1;no;1;2626;932062911;381.3981136778126
kontserdiandmisel;1;no;1;2626;932062911;381.3981136778126
osas;1;no;1;2626;932062911;381.3981136778126
erilist;1;no;1;2626;932062911;381.3981136778126
koorilisel;1;no;1;2626;932062911;381.3981136778126
veidiksemaksime;1;no;1;2626;932062911;381.3981136778126
Monte;1;no;1;2626;932062911;381.3981136778126
kriterite;1;no;1;2626;932062911;381.3981136778126
tavaliselt;1;no;1;2626;932062911;381.3981136778126
kasulik;1;no;1;2626;932062911;381.3981136778126
silmaga;1;no;1;2626;932062911;381.3981136778126
näinud;1;no;1;2626;932062911;381.3981136778126
arvatud;1;no;1;2626;932062911;381.3981136778126
partner;1;no;1;2626;932062911;381.3981136778126
kooriliga;1;no;1;2626;932062911;381.3981136778126
moorast;1;no;1;2626;932062911;381.3981136778126
ingelema;1;no;1;2626;932062911;381.3981136778126
kasepunktide;1;no;1;2626;932062911;381.3981136778126
75.;1;no;1;2626;932062911;381.3981136778126
kokkuvõtmismomendil;1;no;1;2626;932062911;381.3981136778126
Savena;1;no;1;2626;932062911;381.3981136778126
arvan;1;no;1;2626;932062911;381.3981136778126
paistab;1;no;1;2626;932062911;381.3981136778126
narveerimiseks;1;no;1;2626;932062911;381.3981136778126
klasele;1;no;1;2626;932062911;381.3981136778126
tööd;1;no;1;2626;932062911;381.3981136778126
aru;1;no;1;2626;932062911;381.3981136778126
ongi;1;no;1;2626;932062911;381.3981136778126
mugavalt;1;no;1;2626;932062911;381.3981136778126
õige;1;no;1;2626;932062911;381.3981136778126
külalismaadest;1;no;1;2626;932062911;381.3981136778126
ühtegi;1;no;1;2626;932062911;381.3981136778126
head;1;no;1;2626;932062911;381.3981136778126
juhtus;1;no;1;2626;932062911;381.3981136778126
terve;1;no;1;2626;932062911;381.3981136778126
kogus;1;no;1;2626;932062911;381.3981136778126
veidi;1;no;1;2626;932062911;381.3981136778126
rauaneelistegi;1;no;1;2626;932062911;381.3981136778126
kammerkoorikonkursil;1;no;1;2626;932062911;381.3981136778126
rahvalaulukonkursil;1;no;1;2626;932062911;381.3981136778126
muusikapärastest;1;no;1;2626;932062911;381.3981136778126
nähtus;1;no;1;2626;932062911;381.3981136778126
näiteks;1;no;1;2626;932062911;381.3981136778126
õhtuja;1;no;1;2626;932062911;381.3981136778126
meelesoliivad;1;no;1;2626;932062911;381.3981136778126
tervet;1;no;1;2626;932062911;381.3981136778126
esimese;1;no;1;2626;932062911;381.3981136778126
meelekevadel;1;no;1;2626;932062911;381.3981136778126
aprilli;1;no;1;2626;932062911;381.3981136778126
nõuavad;1;no;1;2626;932062911;381.3981136778126
ükski;1;no;1;2626;932062911;381.3981136778126
paratamatult;1;no;1;2626;932062911;381.3981136778126
päratabki;1;no;1;2626;932062911;381.3981136778126
muusikuse;1;no;1;2626;932062911;381.3981136778126
depretsenist;1;no;1;2626;932062911;381.3981136778126
folgikategoorias;1;no;1;2626;932062911;381.3981136778126
täpselt;1;no;1;2626;932062911;381.3981136778126
11.;1;no;1;2626;932062911;381.3981136778126
12.;1;no;1;2626;932062911;381.3981136778126
suurt;1;no;1;2626;932062911;381.3981136778126
14.;1;no;1;2626;932062911;381.3981136778126
Juhlavikud;1;no;1;2626;932062911;381.3981136778126
huvi;1;no;1;2626;932062911;381.3981136778126
Rovoneedmisega;1;no;1;2626;932062911;381.3981136778126
pärjatutena;1;no;1;2626;932062911;381.3981136778126
toredamatega;1;no;1;2626;932062911;381.3981136778126
täitsa;1;no;1;2626;932062911;381.3981136778126
soovintsised;1;no;1;2626;932062911;381.3981136778126
korda;1;no;1;2626;932062911;381.3981136778126
lahti;1;no;1;2626;932062911;381.3981136778126
pardoki;1;no;1;2626;932062911;381.3981136778126
teada;1;no;1;2626;932062911;381.3981136778126
võimalust;1;no;1;2626;932062911;381.3981136778126
linnapaikades;1;no;1;2626;932062911;381.3981136778126
ilusad;1;no;1;2626;932062911;381.3981136778126
Serenaadide;1;no;1;2626;932062911;381.3981136778126
fännigi;1;no;1;2626;932062911;381.3981136778126
Bloutivi;1;no;1;2626;932062911;381.3981136778126
10.;1;no;1;2626;932062911;381.3981136778126
nimelt;1;no;1;2626;932062911;381.3981136778126
Tallinnas;1;no;1;2626;932062911;381.3981136778126
kvaliteedisfääris;1;no;1;2626;932062911;381.3981136778126
partoki;1;no;1;2626;932062911;381.3981136778126
koorimuusikaspetsialistid;1;no;1;2626;932062911;381.3981136778126
ajal;1;no;1;2626;932062911;381.3981136778126
kammerkoorikonkursist;1;no;1;2626;932062911;381.3981136778126
nime;1;no;1;2626;932062911;381.3981136778126
loodame;1;no;1;2626;932062911;381.3981136778126
Eestis;1;no;1;2626;932062911;381.3981136778126
presideaalne;1;no;1;2626;932062911;381.3981136778126
meelega;1;no;1;2626;932062911;381.3981136778126
kord;1;no;1;2626;932062911;381.3981136778126
soojasõnu;1;no;1;2626;932062911;381.3981136778126
koorikooriühingu;1;no;1;2626;932062911;381.3981136778126
sobista;1;no;1;2626;932062911;381.3981136778126
koht;1;no;1;2626;932062911;381.3981136778126
doonolejal;1;no;1;2626;932062911;381.3981136778126
mäe;1;no;1;2626;932062911;381.3981136778126
konkooli;1;no;1;2626;932062911;381.3981136778126
esindajad;1;no;1;2626;932062911;381.3981136778126
lämberg;1;no;1;2626;932062911;381.3981136778126
Jürgen;1;no;1;2626;932062911;381.3981136778126
dema;1;no;1;2626;932062911;381.3981136778126
kontslaseni;1;no;1;2626;932062911;381.3981136778126
antseedi;1;no;1;2626;932062911;381.3981136778126
lauretele;1;no;1;2626;932062911;381.3981136778126
Üliõpilassega;1;no;1;2626;932062911;381.3981136778126
kloriana;1;no;1;2626;932062911;381.3981136778126
publikkusin;1;no;1;2626;932062911;381.3981136778126
Partoki;1;no;1;2626;932062911;381.3981136778126
maa;1;no;1;2626;932062911;381.3981136778126
teadmine;1;no;1;2626;932062911;381.3981136778126
koorimusega;1;no;1;2626;932062911;381.3981136778126
õigesti;1;no;1;2626;932062911;381.3981136778126
publike;1;no;2;2626;932062911;380.98979202282953
Stahlis;1;no;2;2626;932062911;380.98979202282953
väärtus;1;no;2;2626;932062911;380.98979202282953
raske;1;no;2;2626;932062911;380.98979202282953
tean;1;no;2;2626;932062911;380.98979202282953
Tartu;1;no;2;2626;932062911;380.98979202282953
Houseni;1;no;3;2626;932062911;380.5823437243879
zhüriiliikmed;1;no;3;2626;932062911;380.5823437243879
Kammerkoorile;1;no;3;2626;932062911;380.5823437243879
kontsertkoorid;1;no;4;2626;932062911;380.1757659834561
kammerkooridega;1;no;4;2626;932062911;380.1757659834561
konkursiprogrammi;1;no;5;2626;932062911;379.7700560129508
videomakile;1;no;6;2626;932062911;379.3652110376729
vaiks;1;no;10;2626;932062911;377.7544259972768
tehnil;1;no;10;2626;932062911;377.7544259972768
laulukonkursilt;1;no;14;2626;932062911;376.1572619118653
lisapalaga;1;no;14;2626;932062911;376.1572619118653
majakarpide;1;no;17;2626;932062911;374.9682239959841
koorifestivalidel;1;no;18;2626;932062911;374.57354673866297
lisapalad;1;no;19;2626;932062911;374.179699452215
intonatsiooniliselt;1;no;22;2626;932062911;373.00311132011785
elamusterikas;1;no;25;2626;932062911;371.8338994312242
rahvalauludel;1;no;28;2626;932062911;370.67199463778553
konkursite;1;no;29;2626;932062911;370.2863050118565
konkursidel;1;no;32;2626;932062911;369.134036936443
algasime;1;no;34;2626;932062911;368.36983404088966
võimelisus;1;no;34;2626;932062911;368.36983404088966
niisamamoodi;1;no;35;2626;932062911;367.9889179393095
niisugusse;1;no;35;2626;932062911;367.9889179393095
parlamendihoonele;1;no;36;2626;932062911;367.6087888033227
tormist;2;no;1012;2626;932062911;365.62849970715655
koorile;2;no;1015;2626;932062911;365.065145799625
videolindilt;1;no;47;2626;932062911;363.4786183807638
mugandama;1;no;48;2626;932062911;363.1077456395335
korralduselt;1;no;51;2626;932062911;361.9996545654734
konkus;1;no;52;2626;932062911;361.6317922565509
eksimiste;1;no;60;2626;932062911;358.71559177574045
kohanemisaeg;1;no;60;2626;932062911;358.71559177574045
sõprusühingu;1;no;63;2626;932062911;357.6341056069456
Tormise;4;no;3071;2626;932062911;354.89763204960906
pansionis;1;no;71;2626;932062911;354.7817692146018
koorimuusikas;1;no;71;2626;932062911;354.7817692146018
folgifestivali;1;no;81;2626;932062911;351.2796987571572
toretsevad;1;no;85;2626;932062911;349.8981531518346
partituurid;1;no;88;2626;932062911;348.8691044057858
koorifestival;1;no;92;2626;932062911;347.5064181854046
ellerhein;1;no;97;2626;932062911;345.81795767210264
piiramaks;1;no;102;2626;932062911;344.1458255706927
giganti;1;no;109;2626;932062911;341.8318244151997
folkloorifestivalil;1;no;110;2626;932062911;341.5037906460224
esinemispaik;1;no;118;2626;932062911;338.90201288913886
Plovdivis;1;no;120;2626;932062911;338.2577510121243
printsiibina;1;no;122;2626;932062911;337.6159340057917
kooridest;1;no;126;2626;932062911;336.3395791482655
ungarlastel;1;no;127;2626;932062911;336.02199690111587
Victoriat;1;no;128;2626;932062911;335.7050138301922
meeskooriga;1;no;139;2626;932062911;332.2572656968128
folkloorifestival;1;no;145;2626;932062911;330.4063584064206
võõramaised;1;no;149;2626;932062911;329.1838343329575
tormis;2;no;1231;2626;932062911;328.6103246792055
koorele;1;no;154;2626;932062911;327.6683427762581
finantsiliste;1;no;158;2626;932062911;326.4659595395854
kontsentraadist;1;no;159;2626;932062911;326.1667412669742
altarid;1;no;164;2626;932062911;324.6788397150031
videomakk;1;no;166;2626;932062911;324.0874731612975
Jugoslaaviast;1;no;171;2626;932062911;322.6184387575051
kahetsesid;1;no;173;2626;932062911;322.03454722418854
kammersaal;1;no;177;2626;932062911;320.87308183199065
dirigeerinud;1;no;190;2626;932062911;317.155509472257
muusikafestivalile;1;no;191;2626;932062911;316.87310720755227
Žürii;1;no;192;2626;932062911;316.5912074098571
mõttelised;1;no;203;2626;932062911;313.5230926403944
segakooriga;1;no;213;2626;932062911;310.78505013086453
needmine;1;no;213;2626;932062911;310.78505013086453
varematel;1;no;214;2626;932062911;310.51387387417924
ilmingu;1;no;223;2626;932062911;308.09441703052715
meeskooride;1;no;224;2626;932062911;307.8279138721791
eelvõistluse;1;no;243;2626;932062911;302.85053750465005
