word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tegelikult;16;no;1;1826;932062911;8753.930020526403
näiteks;10;no;1;1826;932062911;5471.58086092684
chachapoyaste;10;no;1;1826;932062911;5471.58086092684
inkad;10;no;180;1826;932062911;4590.8636241428285
kindlasti;7;no;4;1826;932062911;3818.130163028218
chachapoyased;5;no;1;1826;932062911;2736.2898945938723
teada;5;no;1;1826;932062911;2736.2898945938723
võimalik;4;no;2;1826;932062911;2186.88792803798
veidi;3;no;1;1826;932062911;1642.1735080606854
hetkel;3;no;1;1826;932062911;1642.1735080606854
incad;3;no;1;1826;932062911;1642.1735080606854
lihtsalt;3;no;1;1826;932062911;1642.1735080606854
äkki;3;no;2;1826;932062911;1640.4154107326344
jälle;3;no;3;1826;932062911;1638.6610737875635
Amazonas;4;no;318;1826;932062911;1634.0704824686327
inkade;4;no;736;1826;932062911;1224.588647480523
Montannies;2;no;1;1826;932062911;1095.115314794092
koht;2;no;1;1826;932062911;1095.115314794092
inimesed;2;no;1;1826;932062911;1095.115314794092
ongi;2;no;1;1826;932062911;1095.115314794092
maha;2;no;1;1826;932062911;1095.115314794092
pilte;2;no;1;1826;932062911;1095.115314794092
nimelt;2;no;1;1826;932062911;1095.115314794092
assimileerisime;2;no;1;1826;932062911;1095.115314794092
räägime;2;no;1;1826;932062911;1095.115314794092
korda;2;no;1;1826;932062911;1095.115314794092
konkistaga;2;no;1;1826;932062911;1095.115314794092
hästi;2;no;1;1826;932062911;1095.115314794092
aeg;2;no;1;1826;932062911;1095.115314794092
paremini;2;no;1;1826;932062911;1095.115314794092
maa;2;no;1;1826;932062911;1095.115314794092
eriliselt;2;no;1;1826;932062911;1095.115314794092
suur;2;no;1;1826;932062911;1095.115314794092
üldse;2;no;2;1826;932062911;1093.9428934272896
sisuliselt;2;no;2;1826;932062911;1093.9428934272896
konkista;2;no;7;1826;932062911;1088.1182416355243
Amazonasest;2;no;75;1826;932062911;1014.6451352158444
muumiat;2;no;152;1826;932062911;942.5758165269956
Amazonase;5;no;1955;1826;932062911;884.3349428451862
staatuslike;1;no;1;1826;932062911;548.0571215274983
ajal;1;no;1;1826;932062911;548.0571215274983
maisiliike;1;no;1;1826;932062911;548.0571215274983
aru;1;no;1;1826;932062911;548.0571215274983
Jaagoritel;1;no;1;1826;932062911;548.0571215274983
päiksepojalt;1;no;1;1826;932062911;548.0571215274983
raskem;1;no;1;1826;932062911;548.0571215274983
natukene;1;no;1;1826;932062911;548.0571215274983
võimalikult;1;no;1;1826;932062911;548.0571215274983
nukaiaali;1;no;1;1826;932062911;548.0571215274983
paeldesse;1;no;1;1826;932062911;548.0571215274983
päev;1;no;1;1826;932062911;548.0571215274983
inkaeelsetest;1;no;1;1826;932062911;548.0571215274983
jõukajaali;1;no;1;1826;932062911;548.0571215274983
kettiot;1;no;1;1826;932062911;548.0571215274983
sincad;1;no;1;1826;932062911;548.0571215274983
erinevaid;1;no;1;1826;932062911;548.0571215274983
pojaste;1;no;1;1826;932062911;548.0571215274983
Chachapoyased;1;no;1;1826;932062911;548.0571215274983
öeldud;1;no;1;1826;932062911;548.0571215274983
paljudest;1;no;1;1826;932062911;548.0571215274983
Minkad;1;no;1;1826;932062911;548.0571215274983
terasspõldude;1;no;1;1826;932062911;548.0571215274983
Anastajad;1;no;1;1826;932062911;548.0571215274983
alal;1;no;1;1826;932062911;548.0571215274983
pikk;1;no;1;1826;932062911;548.0571215274983
tõeline;1;no;1;1826;932062911;548.0571215274983
Guelapi;1;no;1;1826;932062911;548.0571215274983
pilvesõdalased;1;no;1;1826;932062911;548.0571215274983
mäe;1;no;1;1826;932062911;548.0571215274983
pilvemetsainimesed;1;no;1;1826;932062911;548.0571215274983
täpselt;1;no;1;1826;932062911;548.0571215274983
rändeliinidest;1;no;1;1826;932062911;548.0571215274983
Põhja-Peruust;1;no;1;1826;932062911;548.0571215274983
Chachapoyaste;1;no;1;1826;932062911;548.0571215274983
matšubitsuks;1;no;1;1826;932062911;548.0571215274983
absoluutselt;1;no;1;1826;932062911;548.0571215274983
pääsmatusse;1;no;1;1826;932062911;548.0571215274983
lõppu;1;no;1;1826;932062911;548.0571215274983
karm;1;no;1;1826;932062911;548.0571215274983
ajal;1;no;1;1826;932062911;548.0571215274983
jällegi;1;no;1;1826;932062911;548.0571215274983
fotoagentuuridega;1;no;1;1826;932062911;548.0571215274983
chapoyaseni;1;no;1;1826;932062911;548.0571215274983
pilveinimesed;1;no;1;1826;932062911;548.0571215274983
tavaliselt;1;no;1;1826;932062911;548.0571215274983
tänapäeval;1;no;1;1826;932062911;548.0571215274983
sotsiaalse;1;no;1;1826;932062911;548.0571215274983
telesisuliselt;1;no;1;1826;932062911;548.0571215274983
orjarollis;1;no;1;1826;932062911;548.0571215274983
Sist;1;no;1;1826;932062911;548.0571215274983
Boyaste;1;no;1;1826;932062911;548.0571215274983
kohtus;1;no;1;1826;932062911;548.0571215274983
chapoyastest;1;no;1;1826;932062911;548.0571215274983
huvi;1;no;1;1826;932062911;548.0571215274983
teatud;1;no;1;1826;932062911;548.0571215274983
esimene;1;no;1;1826;932062911;548.0571215274983
terrafirme;1;no;1;1826;932062911;548.0571215274983
näinud;1;no;1;1826;932062911;548.0571215274983
140;1;no;1;1826;932062911;548.0571215274983
