word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
naine;18;no;1;3327;932062911;5405.480051280561
mees;5;no;1;3327;932062911;1502.243684655254
palun;4;no;1;3327;932062911;1201.994733376384
Taanieli;5;no;438;3327;932062911;1023.0828483727906
lahti;3;no;1;3327;932062911;901.7457820975142
võtsid;3;no;1;3327;932062911;901.7457820975142
hiljem;3;no;1;3327;932062911;901.7457820975142
süda;3;no;1;3327;932062911;901.7457820975142
kooli;3;no;1;3327;932062911;901.7457820975142
vana;3;no;1;3327;932062911;901.7457820975142
kiiresti;3;no;1;3327;932062911;901.7457820975142
kinni;3;no;2;3327;932062911;900.780380547492
vaja;3;no;5;3327;932062911;897.8965388012014
Danielil;3;no;137;3327;932062911;787.0308994620788
Paavel;5;no;1033;3327;932062911;713.3043209911751
Signe;20;no;7335;3327;932062911;677.865323312548
osa;2;no;1;3327;932062911;601.4968308186443
nimi;2;no;1;3327;932062911;601.4968308186443
aeg;2;no;1;3327;932062911;601.4968308186443
näeb;2;no;1;3327;932062911;601.4968308186443
näiteks;2;no;1;3327;932062911;601.4968308186443
ajal;2;no;1;3327;932062911;601.4968308186443
varsti;2;no;1;3327;932062911;601.4968308186443
vale;2;no;1;3327;932062911;601.4968308186443
elu;2;no;1;3327;932062911;601.4968308186443
töö;2;no;1;3327;932062911;601.4968308186443
kord;2;no;1;3327;932062911;601.4968308186443
Tartus;2;no;1;3327;932062911;601.4968308186443
keskkooli;2;no;1;3327;932062911;601.4968308186443
kogemata;2;no;1;3327;932062911;601.4968308186443
veidi;2;no;1;3327;932062911;601.4968308186443
katki;2;no;1;3327;932062911;601.4968308186443
aega;2;no;1;3327;932062911;601.4968308186443
sõna;2;no;1;3327;932062911;601.4968308186443
korda;2;no;1;3327;932062911;601.4968308186443
maha;2;no;1;3327;932062911;601.4968308186443
panna;2;no;1;3327;932062911;601.4968308186443
Tartu;2;no;2;3327;932062911;600.8528733038612
asju;2;no;2;3327;932062911;600.8528733038612
signet;2;no;2;3327;932062911;600.8528733038612
jälle;2;no;3;3327;932062911;600.2102931456328
Ansule;2;no;3;3327;932062911;600.2102931456328
Anzori;3;no;494;3327;932062911;590.0059092315025
Paveli;2;no;248;3327;932062911;475.5970030829304
Danieliga;2;no;251;3327;932062911;474.3909885963104
antsu;2;no;305;3327;932062911;453.68297677539766
Antsul;2;no;321;3327;932062911;447.8900292987115
siine;2;no;391;3327;932062911;424.1932709735817
vajumas;2;no;494;3327;932062911;393.5551367277084
Antsu;3;no;1603;3327;932062911;331.8992758621438
koridore;2;no;884;3327;932062911;309.0390649583168
Taaniel;2;no;891;3327;932062911;307.8524501455994
Vaidiviiv;1;no;1;3327;932062911;301.2478795397746
põimedes;1;no;1;3327;932062911;301.2478795397746
plompiirid;1;no;1;3327;932062911;301.2478795397746
heinkülal;1;no;1;3327;932062911;301.2478795397746
terve;1;no;1;3327;932062911;301.2478795397746
tooma;1;no;1;3327;932062911;301.2478795397746
ellu;1;no;1;3327;932062911;301.2478795397746
nooremas;1;no;1;3327;932062911;301.2478795397746
signelt;1;no;1;3327;932062911;301.2478795397746
korralik;1;no;1;3327;932062911;301.2478795397746
ladurendist;1;no;1;3327;932062911;301.2478795397746
kopsatuse;1;no;1;3327;932062911;301.2478795397746
lihtne;1;no;1;3327;932062911;301.2478795397746
kõva;1;no;1;3327;932062911;301.2478795397746
tööd;1;no;1;3327;932062911;301.2478795397746
nõuda;1;no;1;3327;932062911;301.2478795397746
lubasta;1;no;1;3327;932062911;301.2478795397746
padjalased;1;no;1;3327;932062911;301.2478795397746
uudised;1;no;1;3327;932062911;301.2478795397746
tunduma;1;no;1;3327;932062911;301.2478795397746
Daniilina;1;no;1;3327;932062911;301.2478795397746
metallkaarkeevitus;1;no;1;3327;932062911;301.2478795397746
pilguga;1;no;1;3327;932062911;301.2478795397746
pikk;1;no;1;3327;932062911;301.2478795397746
kiirus;1;no;1;3327;932062911;301.2478795397746
seisisemates;1;no;1;3327;932062911;301.2478795397746
õelnuks;1;no;1;3327;932062911;301.2478795397746
tartuni;1;no;1;3327;932062911;301.2478795397746
ansust;1;no;1;3327;932062911;301.2478795397746
austest;1;no;1;3327;932062911;301.2478795397746
nägu;1;no;1;3327;932062911;301.2478795397746
asjalik;1;no;1;3327;932062911;301.2478795397746
hoides;1;no;1;3327;932062911;301.2478795397746
sügisjooksudel;1;no;1;3327;932062911;301.2478795397746
alembois;1;no;1;3327;932062911;301.2478795397746
nurmekunde;1;no;1;3327;932062911;301.2478795397746
Lasydadaniilil;1;no;1;3327;932062911;301.2478795397746
hästi;1;no;1;3327;932062911;301.2478795397746
inimesed;1;no;1;3327;932062911;301.2478795397746
mineroloogiat;1;no;1;3327;932062911;301.2478795397746
meelgavat;1;no;1;3327;932062911;301.2478795397746
Pjotriks;1;no;1;3327;932062911;301.2478795397746
varem;1;no;1;3327;932062911;301.2478795397746
rohekollakas;1;no;1;3327;932062911;301.2478795397746
rauatalus;1;no;1;3327;932062911;301.2478795397746
vinüülpõrandal;1;no;1;3327;932062911;301.2478795397746
noomimalt;1;no;1;3327;932062911;301.2478795397746
Kesside;1;no;1;3327;932062911;301.2478795397746
tekkisid;1;no;1;3327;932062911;301.2478795397746
nime;1;no;1;3327;932062911;301.2478795397746
tähele;1;no;1;3327;932062911;301.2478795397746
silitavatele;1;no;1;3327;932062911;301.2478795397746
osas;1;no;1;3327;932062911;301.2478795397746
tõrvamusta;1;no;1;3327;932062911;301.2478795397746
raha;1;no;1;3327;932062911;301.2478795397746
