word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kiriku;40;no;1;5051;932062911;7911.73550244265
küsimus;12;no;1;5051;932062911;2374.219900515428
tegelikult;11;no;1;5051;932062911;2176.4514861608845
Eesti;9;no;1;5051;932062911;1780.9146574517974
Urmas;7;no;1;5051;932062911;1385.37782874271
hea;7;no;2;5051;932062911;1383.8946547375897
elu;6;no;1;5051;932062911;1187.6094143881664
võimalik;6;no;2;5051;932062911;1186.3379696060192
probleem;5;no;1;5051;932062911;989.8410000336228
osa;5;no;1;5051;932062911;989.8410000336228
lihtsalt;5;no;1;5051;932062911;989.8410000336228
arvan;5;no;1;5051;932062911;989.8410000336228
Eestis;5;no;1;5051;932062911;989.8410000336228
aasta;5;no;2;5051;932062911;988.7812844744494
üldse;5;no;2;5051;932062911;988.7812844744494
aeg;4;no;1;5051;932062911;792.0725856790793
näiteks;4;no;1;5051;932062911;792.0725856790793
ongi;4;no;1;5051;932062911;792.0725856790793
aega;4;no;1;5051;932062911;792.0725856790793
ajal;4;no;1;5051;932062911;792.0725856790793
suur;4;no;1;5051;932062911;792.0725856790793
no;4;no;1;5051;932062911;792.0725856790793
uus;4;no;1;5051;932062911;792.0725856790793
eriti;4;no;3;5051;932062911;790.3784267591581
natukene;3;no;1;5051;932062911;594.3041713245356
nime;3;no;1;5051;932062911;594.3041713245356
oska;3;no;1;5051;932062911;594.3041713245356
kaasa;3;no;1;5051;932062911;594.3041713245356
nimelt;3;no;1;5051;932062911;594.3041713245356
tööd;3;no;1;5051;932062911;594.3041713245356
töö;3;no;1;5051;932062911;594.3041713245356
kindlasti;3;no;4;5051;932062911;592.3994782819826
ordinatsiooni;4;no;394;5051;932062911;557.3291782662781
peapiiskopil;3;no;117;5051;932062911;528.5890620105183
kirikuelu;5;no;886;5051;932062911;508.0043816583437
esimene;2;no;1;5051;932062911;396.53575696999206
vale;2;no;1;5051;932062911;396.53575696999206
