word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Peeter;10;no;1;3580;932062911;2791.301333022915
raamat;8;no;5;3580;932062911;2223.7079132428
Hoffmanni;12;no;497;3580;932062911;2186.8633354658878
nime;7;no;1;3580;932062911;1954.210611594312
hästi;5;no;1;3580;932062911;1396.15013064191
isa;5;no;1;3580;932062911;1396.15013064191
kord;4;no;1;3580;932062911;1117.119890165709
jälle;4;no;3;3580;932062911;1114.7304896729208
kahupea;4;no;179;3580;932062911;938.149520008608
maha;3;no;1;3580;932062911;838.0896496895081
esimene;3;no;1;3580;932062911;838.0896496895081
näiteks;3;no;1;3580;932062911;838.0896496895081
päev;3;no;1;3580;932062911;838.0896496895081
kaasa;3;no;1;3580;932062911;838.0896496895081
hiljem;3;no;1;3580;932062911;838.0896496895081
vanemad;3;no;1;3580;932062911;838.0896496895081
näeb;3;no;1;3580;932062911;838.0896496895081
koolipaun;3;no;1;3580;932062911;838.0896496895081
kahupeakaarel;3;no;1;3580;932062911;838.0896496895081
raske;3;no;2;3580;932062911;837.1923978665101
hea;3;no;2;3580;932062911;837.1923978665101
vana;2;no;1;3580;932062911;559.0594092133069
esimese;2;no;1;3580;932062911;559.0594092133069
uus;2;no;1;3580;932062911;559.0594092133069
tõeline;2;no;1;3580;932062911;559.0594092133069
teada;2;no;1;3580;932062911;559.0594092133069
liisit;2;no;1;3580;932062911;559.0594092133069
südamest;2;no;1;3580;932062911;559.0594092133069
naine;2;no;1;3580;932062911;559.0594092133069
sakslased;2;no;1;3580;932062911;559.0594092133069
öeldud;2;no;1;3580;932062911;559.0594092133069
lihtsalt;2;no;1;3580;932062911;559.0594092133069
katki;2;no;1;3580;932062911;559.0594092133069
luba;2;no;1;3580;932062911;559.0594092133069
pöidlaimeja;2;no;1;3580;932062911;559.0594092133069
arst;2;no;1;3580;932062911;559.0594092133069
nimed;2;no;1;3580;932062911;559.0594092133069
kaugel;2;no;1;3580;932062911;559.0594092133069
kiiresti;2;no;1;3580;932062911;559.0594092133069
käib;2;no;1;3580;932062911;559.0594092133069
Eesti;2;no;1;3580;932062911;559.0594092133069
kinni;2;no;2;3580;932062911;558.4608848498732
Struwe;2;no;47;3580;932062911;532.792728558899
haledast;2;no;66;3580;932062911;522.6500193859106
Hoffman;3;no;568;3580;932062911;521.3050482642475
tõrre;2;no;69;3580;932062911;521.0837341495597
käpakesi;2;no;71;3580;932062911;520.0447490003031
jonnima;3;no;580;3580;932062911;517.1678787498959
kassikesed;2;no;90;3580;932062911;510.3771931926688
pildiraamatu;2;no;184;3580;932062911;467.3908564124917
põled;2;no;214;3580;932062911;455.15616531674704
nimitegelase;2;no;231;3580;932062911;448.5033396293285
joonistustest;2;no;345;3580;932062911;408.466642707556
pseudonüümi;3;no;1053;3580;932062911;393.9373225326774
Kinder;2;no;427;3580;932062911;383.82152552355865
pois;2;no;427;3580;932062911;383.82152552355865
värss;2;no;478;3580;932062911;369.9392386773504
piitsaga;2;no;479;3580;932062911;369.6770680570375
