EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,0,3,0,0,1,1,1,2,12,mood; släng; keel; esimene; koolipäev
2,0,3,0,0,1,1,1,2,12,mood; släng; keel; esimene; koolipäev
2,0,3,0,0,1,1,1,2,12,mood; släng; keel; esimene; koolipäev
2,0,3,0,0,1,1,1,2,12,mood; släng; keel; esimene; koolipäev
2,0,2,0,0,1,1,1,2,12,mood; släng; keel; esimene; koolipäev
2,0,2,0,0,1,1,2,2,12,mood; släng; keel; esimene; koolipäev
2,0,2,0,0,1,1,2,2,12,släng; keel; esimene; koolipäev
2,0,1,0,0,0,1,1,2,12,mood; släng; keel; esimene; koolipäev; õigekeelsussõnaraamat
2,0,1,0,1,0,0,2,2,12,släng; keel; esimene; koolipäev; õigekeelsussõnaraamat
2,0,2,1,0,0,0,2,2,12,släng; keel; esimene; koolipäev; õigekeelsussõnaraamat
1,1,2,0,0,0,0,1,2,12,mood; keel; esimene; koolipäev; õigekeelsussõnaraamat
