EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,0,2,0,1,0,0,1,0,12,ülikool; mass; näitleja; ajakirjandus
0,0,2,0,1,0,0,1,0,12,ülikool; mass; näitleja; ajakirjandus
0,0,2,0,1,0,0,1,0,12,ülikool; mass; näitleja; ajakirjandus
0,0,2,0,1,0,0,1,0,12,ülikool; mass; näitleja; ajakirjandus
0,0,1,0,1,0,0,1,0,12,ülikool; mass; näitleja
0,0,0,0,1,0,0,1,0,12,mass; näitleja
0,0,0,0,1,0,0,1,0,12,mass; näitleja
0,0,0,0,1,0,0,1,0,12,mass; näitleja
0,0,0,0,1,0,0,1,0,12,mass; näitleja
0,0,0,0,1,0,0,1,0,12,mass; näitleja
0,0,0,0,1,0,0,1,0,12,mass; näitleja
