EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,0,0,0,0,0,1,2,11,aktiivne; neodüüm; mart; valgus
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
1,1,0,0,0,0,0,1,1,11,valgus; aktiivne; neodüüm
