EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
3,2,5,2,1,4,0,3,2,15,piret; peeter; lasmann; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,2,15,piret; peeter; lasmann; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
3,2,5,2,1,4,0,3,1,15,piret; peeter; kriivan; rõõm; põlendik; kadri; jürgens; meesnäitleja; enesekindlus
