EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,6,3,7,3,4,4,7,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; liit; kunstimuuseum; kriitik; publik; võim; kuraator
4,6,3,7,3,4,4,7,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; liit; kunstimuuseum; kriitik; publik; võim; kuraator
4,6,4,7,3,4,4,7,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; liit; kunstimuuseum; kriitik; publik; võim; kuraator
4,7,4,7,3,4,4,7,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; liit; kunstimuuseum; kriitik; publik; võim; kuraator
4,7,3,6,3,4,4,7,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; liit; kunstimuuseum; kriitik; publik; võim; kuraator
4,5,6,6,3,6,4,6,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; kunstimuuseum; liit; kriitik; härm; publik; võim; kuraator
3,5,6,8,3,4,6,6,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; kunstnik; kunstimuuseum; kriitik; kuraator; härm; publik; võim; anders
3,5,3,7,3,5,7,6,1,15,institutsioon; sümboolne; kunstimaailm; reaalne; kunstnik; kunstimuuseum; liit; kriitik; kuraator; härm; publik; võim; anders
4,5,6,5,4,4,6,6,3,15,institutsioon; sümboolne; kunstimaailm; reaalne; anders; kunstnik; kunstimuuseum; liit; kriitik; härm; publik; võim; kuraator
3,2,3,8,4,4,6,3,6,15,kriitik; kuraator; kunstimuuseum; institutsioon; sümboolne; kunstimaailm; reaalne; anders; publik; kunstnik; võim; liit
4,4,4,7,4,5,4,7,4,15,institutsioon; sümboolne; reaalne; kunstnik; kunstimuuseum; liit; kriitik; kuraator; härm; publik; võim; anders
