word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
täna;ADV;O;2;no;614950;4628;932046280;0.6555115906865503
on;AUX;O;79;yes;1;4628;932046280;17052.712649575613
kihl;NOUN;O;1;no;30;4628;932046280;210.3068607636477
õpitoa;NOUN;O;1;no;1084;4628;932046280;100.35728597269363
seal;ADV;O;30;yes;1;4628;932046280;6476.333252798945
mõisameeste;NOUN;O;1;no;42;4628;932046280;207.7159342532936
laager;NOUN;O;1;no;11625;4628;932046280;16.112462162251838
maani;NOUN;O;1;no;5151;4628;932046280;33.2604625615548
purjus;NOUN;O;1;no;16430;4628;932046280;11.653288431169026
daame;NOUN;O;1;no;642;4628;932046280;128.53810947423045
minna;VERB;O;2;yes;1;4628;932046280;432.68788321227794
õnnitlema;VERB;O;1;no;921;4628;932046280;109.18504046005003
pruuti-peigmeest;NOUN;O;1;no;11;4628;932046280;214.54401268211905
.;PUNCT;O;145;no;1;4628;932046280;31298.44816360133
tere;INTJ;O;1;yes;2;4628;932046280;216.61125084310086
päevast;NOUN;O;2;no;35871;4628;932046280;10.969684866866146
kuuldud;ADJ;O;1;no;5926;4628;932046280;29.50183256216597
fraas;NOUN;O;1;no;2611;4628;932046280;57.10479544064697
pärit;ADV;O;1;no;120601;4628;932046280;1.6647729917837226
filmist;NOUN;O;1;no;13518;4628;932046280;14.001680626876526
,;PUNCT;O;515;no;1;4628;932046280;111160.90483313943
mille;PRON;O;2;yes;1;4628;932046280;432.68788321227794
nime;NOUN;O;1;no;1;4628;932046280;216.8434057270398
siinjuures;ADV;O;1;no;5658;4628;932046280;30.70159517243105
nimetama;VERB;O;1;no;5436;4628;932046280;31.771900542177782
ei;AUX;O;44;yes;1;4628;932046280;9498.155937592279
peagi;AUX;O;1;yes;1;4628;932046280;216.8434057270398
ega;CCONJ;O;2;yes;1;4628;932046280;432.68788321227794
vaja;VERB;O;1;no;5;4628;932046280;215.9177592126455
ka;ADV;O;29;yes;3;4628;932046280;6247.098018280134
ütlemist;NOUN;O;1;no;1797;4628;932046280;74.13759691028223
et;SCONJ;O;105;yes;1;4628;932046280;22664.669064191803
sellest;DET;O;1;yes;934001;4628;932046280;0.21640579917586053
paarist;NUM;O;1;no;5854;4628;932046280;29.814847218540514
aknesest;NOUN;O;1;no;1;4628;932046280;216.8434057270398
ja;CCONJ;O;133;yes;1;4628;932046280;28708.314433778472
hansust;PROPN;O;1;no;63;4628;932046280;203.33218376148815
saanudki;VERB;O;1;no;12297;4628;932046280;15.293992384169451
paari;NOUN;O;2;no;121650;4628;932046280;3.293449832858267
tuletame;VERB;O;2;no;4597;4628;932046280;73.01762354434307
veel;ADV;O;4;yes;1;4628;932046280;864.3768381827542
ehk;ADV;O;3;yes;2;4628;932046280;647.8380349723524
meelde;NOUN;O;3;no;142838;4628;932046280;4.208878846918846
mis;PRON;O;24;yes;1;4628;932046280;5181.266387887516
selle;DET;O;5;yes;2;4628;932046280;1079.064819101604
kihluse;NOUN;O;1;no;526;4628;932046280;138.76441086365597
veoga;NOUN;O;1;no;730;4628;932046280;121.73243037260383
juhtus;VERB;O;4;no;1;4628;932046280;864.3768381827542
kui;SCONJ;O;51;yes;1;4628;932046280;11009.067279988947
hansbon;PROPN;O;1;no;1;4628;932046280;216.8434057270398
rispiiteriliaga;PROPN;O;1;no;1;4628;932046280;216.8434057270398
iivuashenkelberg;PROPN;O;1;no;1;4628;932046280;216.8434057270398
läinud;ADJ;O;1;yes;5;4628;932046280;215.9177592126455
naisevõtt;NOUN;O;1;no;104;4628;932046280;195.28561316406174
õnneks;NOUN;O;1;no;153271;4628;932046280;1.31206832768249
siis;ADV;O;60;yes;1;4628;932046280;12951.66757735609
hertsog;PROPN;O;2;no;3656;4628;932046280;87.99340616770989
magnusel;PROPN;O;1;no;87;4628;932046280;198.54341949626195
õnnestus;VERB;O;2;no;61930;4628;932046280;6.422282501496234
liivimaasõja;PROPN;O;2;no;1;4628;932046280;432.68788321227794
ajal;ADP;O;3;no;1;4628;932046280;648.532360697516
pulmadeks;NOUN;O;2;no;1391;4628;932046280;173.7881088758552
pidada;VERB;O;3;yes;1;4628;932046280;648.532360697516
pulmi;NOUN;O;8;no;3762;4628;932046280;343.4297500128528
peeti;VERB;O;8;yes;51635;4628;932046280;30.667029147926506
sel;DET;O;1;yes;1;4628;932046280;216.8434057270398
päeval;NOUN;O;1;no;236313;4628;932046280;0.8528099373563249
vaenlase;NOUN;O;1;no;7657;4628;932046280;23.55615821133347
väed;NOUN;O;1;no;11984;4628;932046280;15.66461815559128
narva;PROPN;O;2;no;79120;4628;932046280;5.043191755775945
juures;ADP;O;1;yes;2;4628;932046280;216.61125084310086
liivimaale;PROPN;O;1;no;698;4628;932046280;124.12220164457244
kallale;ADV;O;1;yes;19827;4628;932046280;9.746350112966038
tungisid;VERB;O;1;no;3074;4628;932046280;50.50489158506307
tänases;ADJ;O;1;no;21359;4628;932046280;9.076511282365217
saates;NOUN;O;3;no;53176;4628;932046280;11.183377486540355
ongi;AUX;O;2;no;1;4628;932046280;432.68788321227794
pikemalt;ADV;O;2;no;37620;4628;932046280;10.472020522597548
juttu;NOUN;O;2;no;112373;4628;932046280;3.563105378683849
pulmadest;NOUN;O;5;no;788;4628;932046280;585.9705589786375
teistest;DET;O;1;yes;60176;4628;932046280;3.310937681252034
pidudest;NOUN;O;3;no;700;4628;932046280;370.7681050616013
16.;ADJ;O;4;no;1;4628;932046280;864.3768381827542
