word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;2;526;932046280;1898.0677798337756
eetris;NOUN;O;1;no;15781;526;932046280;106.07779810094543
portaal;NOUN;O;1;no;11884;526;932046280;138.33307950114525
tehnoloogia;NOUN;O;1;no;62683;526;932046280;27.86892806991442
kommentaare;NOUN;O;1;no;27276;526;932046280;62.850263763166126
esitab;VERB;O;1;no;39505;526;932046280;43.843042755040635
kristjan;PROPN;O;1;no;42597;526;932046280;40.728738634371865
port;PROPN;O;1;no;1;526;932046280;1900.1020495377752
.;PUNCT;O;33;no;1;526;932046280;62671.40193100893
tänase;ADJ;O;1;no;39476;526;932046280;43.87450797934488
kommentaari;NOUN;O;2;no;60742;526;932046280;57.47692044575211
sissejuhatuseks;NOUN;O;1;no;3091;526;932046280;440.68176837915894
tuletaksin;VERB;O;2;no;244;526;932046280;3014.196219899776
meelde;NOUN;O;2;no;142838;526;932046280;24.656278156156645
lihtsate;ADJ;O;1;no;7123;526;932046280;220.095960633214
loogilist;ADJ;O;1;no;2862;526;932046280;467.28031713455977
tarkust;NOUN;O;2;no;9435;526;932046280;341.9329050784554
,;PUNCT;O;30;no;1;526;932046280;56974.092567121006
täpsemalt;ADV;O;1;no;75226;526;932046280;23.2789998633037
järel;ADV;O;4;yes;1;526;932046280;7597.411413425695
nimelt;ADV;O;2;no;1;526;932046280;3799.2051708337485
joonib;VERB;O;1;no;103;526;932046280;1712.8539884628126
tarkus;NOUN;O;4;no;8902;526;932046280;720.8361904237844
alla;ADV;O;1;yes;1;526;932046280;1900.1020495377752
lihtsalt;ADV;O;1;no;1;526;932046280;1900.1020495377752
õed;NOUN;O;1;no;9334;526;932046280;172.69385901712465
parem;ADJ;O;1;no;1;526;932046280;1900.1020495377752
lahendus;NOUN;O;1;no;88692;526;932046280;19.781333498409833
on;VERB;O;3;yes;1;526;932046280;5698.308292129723
olemas;VERB;O;2;yes;1;526;932046280;3799.2051708337485
aga;CCONJ;O;4;yes;3;526;932046280;7581.16107036583
kahjuks;ADV;O;1;no;216837;526;932046280;8.141116376393018
ei;AUX;O;5;yes;1;526;932046280;9496.514534721668
viitsita;VERB;O;1;no;1137;526;932046280;856.8600741698233
sellele;PRON;O;1;yes;1;526;932046280;1900.1020495377752
enne;ADP;O;2;yes;1;526;932046280;3799.2051708337485
tegudeni;NOUN;O;1;no;1508;526;932046280;726.5776733306865
asumist;NOUN;O;1;no;6205;526;932046280;248.4057240751978
mõtelda;VERB;O;1;no;3897;526;932046280;367.1290449802019
ja;CCONJ;O;14;yes;1;526;932046280;26588.44262638543
tihti;ADV;O;1;no;167422;526;932046280;10.530683331441917
on;AUX;O;13;yes;1;526;932046280;24689.339505089458
seda;PRON;O;3;yes;2;526;932046280;5692.207621944377
tänu;ADP;O;1;yes;1;526;932046280;1900.1020495377752
mürale;NOUN;O;1;no;274;526;932046280;1469.9959515165513
raske;ADJ;O;1;no;2;526;932046280;1898.0677798337756
teha;VERB;O;1;yes;1;526;932046280;1900.1020495377752
müra;NOUN;O;1;no;21977;526;932046280;77.38790726043253
seisneb;VERB;O;1;no;25624;526;932046280;66.76005645753065
tavaliselt;ADV;O;1;no;1;526;932046280;1900.1020495377752
emotsioonide;NOUN;O;1;no;9891;526;932046280;163.8062984372268
tugevate;ADJ;O;1;no;9616;526;932046280;168.07692172370685
ning;CCONJ;O;2;yes;1;526;932046280;3799.2051708337485
laetud;ADJ;O;1;no;9757;526;932046280;165.85980661893038
sõnade;NOUN;O;1;no;29021;526;932046280;59.18874268642825
vormis;NOUN;O;2;no;1;526;932046280;3799.2051708337485
nagu;SCONJ;O;2;yes;1;526;932046280;3799.2051708337485
näiteks;ADV;O;1;no;1;526;932046280;1900.1020495377752
lasteporno;NOUN;O;4;no;273;526;932046280;5882.542915220142
kui;SCONJ;O;2;yes;1;526;932046280;3799.2051708337485
üksikud;ADJ;O;1;no;19531;526;932046280;86.638280766357
ühiskonna;NOUN;O;1;no;58215;526;932046280;29.974162032518606
väärastunud;ADJ;O;1;no;1509;526;932046280;726.2800232290546
liikmed;NOUN;O;1;no;73298;526;932046280;23.883632542194302
välja;ADV;O;1;yes;1;526;932046280;1900.1020495377752
