word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
aeva;PROPN;O;1;no;27;376;932046280;2585.6713980911345
element;NOUN;O;1;no;2;376;932046280;2654.877588765411
kallil;ADJ;O;1;no;687;376;932046280;1531.6291858202483
ilusal;ADJ;O;1;no;4020;376;932046280;500.75835229102546
kuulajad;NOUN;O;2;no;3779;376;932046280;1052.552815295927
eetris;NOUN;O;1;no;15781;376;932046280;148.373820911941
on;AUX;O;17;yes;1;376;932046280;45165.30773310508
kaks;NUM;O;1;no;2;376;932046280;2654.877588765411
sõrmurit;NOUN;O;1;no;1;376;932046280;2657.7229755867006
.;PUNCT;O;20;no;1;376;932046280;53135.47987513978
eerik;PROPN;O;1;no;4391;376;932046280;465.8570309559101
ja;CCONJ;O;13;yes;1;376;932046280;34538.41154372549
mart;PROPN;O;1;no;25;376;932046280;2591.074838765062
kuues;ADJ;O;1;no;18329;376;932046280;128.74578564387843
detsember;NOUN;O;1;no;37741;376;932046280;64.12162408121789
aastal;NOUN;O;1;no;1129796;376;932046280;2.1930813017329536
2007;NUM;O;1;no;1;376;932046280;2657.7229755867006
ning;CCONJ;O;1;yes;1;376;932046280;2657.7229755867006
rahvusringhäälingu;NOUN;O;1;no;5184;376;932046280;405.45450804562944
noorteraadio;NOUN;O;1;no;84;376;932046280;2440.615732229935
raadio;PROPN;O;1;no;42620;376;932046280;56.93827839222487
kahe;NUM;O;1;no;1;376;932046280;2657.7229755867006
hommikuprogramm;NOUN;O;1;no;340;376;932046280;1949.4404996347319
hakkab;VERB;O;2;yes;2;376;932046280;5308.757318752348
tänaseks;ADJ;O;1;no;1;376;932046280;2657.7229755867006
läbi;ADV;O;2;yes;1;376;932046280;5314.447022931599
saama;VERB;O;1;yes;129220;376;932046280;19.05293544372618
saab;VERB;O;1;yes;2;376;932046280;2654.877588765411
seeläbi;ADV;O;1;no;42731;376;932046280;56.79353015681758
oma;PRON;O;1;yes;1;376;932046280;2657.7229755867006
tavapärases;ADJ;O;1;no;2550;376;932046280;712.1612799591228
keemilises;ADJ;O;1;no;405;376;932046280;1854.6691859026016
vormis;NOUN;O;1;no;1;376;932046280;2657.7229755867006
nimelt;ADV;O;1;no;1;376;932046280;2657.7229755867006
mendelejevi;PROPN;O;1;no;405;376;932046280;1854.6691859026016
tabelit;NOUN;O;2;no;4414;376;932046280;927.5312568007556
lammutades;VERB;O;1;no;303;376;932046280;2007.842601365272
miks;ADV;O;1;yes;1;376;932046280;2657.7229755867006
me;PRON;O;2;yes;1;376;932046280;5314.447022931599
seda;DET;O;2;yes;2;376;932046280;5308.757318752348
rubriiki;NOUN;O;1;no;3253;376;932046280;592.5331214358046
teeme;VERB;O;1;yes;109138;376;932046280;22.529095057646796
?;PUNCT;O;2;no;1;376;932046280;5314.447022931599
seepärast;ADV;O;1;yes;94157;376;932046280;26.078487824346514
,;PUNCT;O;29;no;1;376;932046280;77045.99630124387
et;SCONJ;O;7;yes;1;376;932046280;18598.067259656094
harida;VERB;O;1;no;4558;376;932046280;451.68627169418
ennast;PRON;O;1;yes;2;376;932046280;2654.877588765411
nii;ADV;O;2;yes;1;376;932046280;5314.447022931599
seest;ADV;O;1;yes;1;376;932046280;2657.7229755867006
kui;SCONJ;O;4;yes;1;376;932046280;10627.895117621398
väljast;NOUN;O;1;yes;13448;376;932046280;172.44579658207485
püüda;VERB;O;1;no;25948;376;932046280;92.25350692520095
pugeda;VERB;O;1;no;5469;376;932046280;387.4020632204681
ka;ADV;O;3;yes;3;376;932046280;7954.121280890082
kuulajate;NOUN;O;1;no;4082;376;932046280;494.56634366001543
hinge;NOUN;O;1;no;49300;376;932046280;49.36646462338189
oleme;AUX;O;2;yes;421610;376;932046280;11.735222727911772
ausad;ADJ;O;1;no;17832;376;932046280;132.1558526683458
lanta;NOUN;O;1;no;325;376;932046280;1972.7026562949632
noididest;NOUN;O;1;no;1;376;932046280;2657.7229755867006
ei;AUX;O;2;yes;1;376;932046280;5314.447022931599
teadnud;VERB;O;1;no;45632;376;932046280;53.25522014840034
meie;PRON;O;2;yes;3;376;932046280;5303.07978446094
enne;ADV;O;1;yes;1;376;932046280;2657.7229755867006
mitte;ADV;O;1;yes;2;376;932046280;2654.877588765411
tuhkagi;NOUN;O;1;no;1472;376;932046280;1031.5019957276788
just;ADV;O;3;yes;1;376;932046280;7971.1710702764985
jaa;INTJ;O;1;no;25752;376;932046280;92.93112857101903
saate;NOUN;O;1;yes;172525;376;932046280;14.29621101490892
parim;ADJ;O;1;no;206541;376;932046280;11.952292503070785
väljund;NOUN;O;1;no;6426;376;932046280;337.0158927080983
võiks;AUX;O;1;yes;4;376;932046280;2649.2050538801373
olla;AUX;O;1;yes;4;376;932046280;2649.2050538801373
siis;ADV;O;7;yes;1;376;932046280;18598.067259656094
emotsionaalne;ADJ;O;1;no;13304;376;932046280;174.1901147880858
tihe;ADJ;O;1;no;24772;376;932046280;96.4742480086175
kontakt;NOUN;O;1;no;21965;376;932046280;108.30124136176146
tugev;ADJ;O;2;no;99710;376;932046280;49.269914596209894
tunne;NOUN;O;1;no;176192;376;932046280;14.000236488057842
lantanoid;NOUN;O;2;no;8;376;932046280;5274.8733019861575
ide;NOUN;O;1;no;1756;376;932046280;922.5207743230158
suhtes;ADP;O;1;yes;2;376;932046280;2654.877588765411
eile;ADV;O;1;no;1;376;932046280;2657.7229755867006
oli;AUX;O;1;yes;1;376;932046280;2657.7229755867006
meil;PRON;O;1;yes;1;376;932046280;2657.7229755867006
kõneks;NOUN;O;1;no;947;376;932046280;1319.700617294909
braseodüüm;NOUN;O;1;no;1;376;932046280;2657.7229755867006
täna;ADV;O;1;no;614950;376;932046280;4.026385491539908
tema;PRON;O;2;yes;1;376;932046280;5314.447022931599
malbe;ADJ;O;1;no;1522;376;932046280;1010.4856439959649
kaksikvend;NOUN;O;1;no;644;376;932046280;1573.4173336849612
neodüüm;NOUN;O;5;no;63;376;932046280;12456.872350790067
joo;VERB;O;1;no;11462;376;932046280;200.07820526241426
tüümi;NOUN;O;1;no;1;376;932046280;2657.7229755867006
kas;ADV;O;1;yes;1;376;932046280;2657.7229755867006
ongi;AUX;O;1;no;1;376;932046280;2657.7229755867006
need;DET;O;2;yes;1284846;376;932046280;3.856517102115445
kohal;ADV;O;1;yes;213116;376;932046280;11.585149123005124
number;NOUN;O;1;no;1;376;932046280;2657.7229755867006
60;NUM;O;1;no;1;376;932046280;2657.7229755867006
mega;NOUN;O;1;no;16619;376;932046280;141.28949898944157
ehk;CCONJ;O;1;yes;2;376;932046280;2654.877588765411
praktiliselt;ADV;O;1;no;43191;376;932046280;56.20143541099362
pool;NUM;O;1;yes;1;376;932046280;2657.7229755867006
juba;ADV;O;1;yes;1;376;932046280;2657.7229755867006
käinud;VERB;O;1;no;130589;376;932046280;18.85461381110374
neodüüm;PROPN;O;1;no;63;376;932046280;2492.123819247585
tähis;NOUN;O;1;no;3611;376;932046280;545.8404741678532
n-d;PROPN;O;1;no;4;376;932046280;2649.2050538801373
nagu;SCONJ;O;4;yes;1;376;932046280;10627.895117621398
sander;NOUN;O;1;no;1;376;932046280;2657.7229755867006
taanlane;NOUN;O;1;no;1263;376;932046280;1129.7158325252724
kommenteeriks;VERB;O;1;no;801;376;932046280;1430.878427344538
seda;PRON;O;4;yes;2;376;932046280;10616.51677872622
võrdlust;NOUN;O;1;no;2676;376;932046280;687.291221675156
otseselt;ADV;O;1;no;66241;376;932046280;36.91627331154739
veotiim;NOUN;O;1;no;1;376;932046280;2657.7229755867006
kõik;DET;O;2;yes;1;376;932046280;5314.447022931599
teisedki;DET;O;1;no;9668;376;932046280;233.94034989455744
haruldane;ADJ;O;1;no;11066;376;932046280;206.68186117729346
muldmetall;NOUN;O;1;no;13;376;932046280;2623.9757651251766
selline;DET;O;2;yes;1;376;932046280;5314.447022931599
hõbedase;ADJ;O;1;no;2946;376;932046280;639.4401604824844
metalliliste;ADJ;O;1;no;64;376;932046280;2489.621803157281
läikega;NOUN;O;1;no;1771;376;932046280;917.401434814391
suhteliselt;ADV;O;1;no;3;376;932046280;2652.038288031799
kiirgas;VERB;O;1;no;661;376;932046280;1556.6268016028398
väga;ADV;O;1;yes;1;376;932046280;2657.7229755867006
aktiivne;ADJ;O;1;no;54695;376;932046280;44.578648363957356
reageerib;VERB;O;2;no;9222;376;932046280;488.3398093989585
kergesti;ADV;O;1;no;46636;376;932046280;52.13118321162427
absoluutselt;ADV;O;1;no;1;376;932046280;2657.7229755867006
kõigega;PRON;O;1;yes;14020;376;932046280;165.84877341897192
niimoodi;ADV;O;4;yes;68220;376;932046280;143.39876456547873
vabalt;ADV;O;2;no;75395;376;932046280;64.96550392914541
vajab;VERB;O;1;no;1;376;932046280;2657.7229755867006
mida;PRON;O;2;yes;1;376;932046280;5314.447022931599
temast;PRON;O;3;yes;70689;376;932046280;103.84477609121444
teha;VERB;O;2;yes;1;376;932046280;5314.447022931599
saab;AUX;O;3;yes;2;376;932046280;7962.637048739284
äge;ADJ;O;1;no;36833;376;932046280;65.66332574455147
sellepärast;ADV;O;1;yes;114107;376;932046280;21.55597265302452
tehtud;VERB;O;1;yes;466225;376;932046280;5.308233184939261
kõige;ADV;O;1;yes;1;376;932046280;2657.7229755867006
töökindlamad;ADJ;O;1;no;264;376;932046280;2073.3131962432944
paremad;ADJ;O;1;no;41848;376;932046280;57.96577496460114
magnetid;NOUN;O;2;no;1459;376;932046280;2073.8306349316686
ta;PRON;O;3;yes;1;376;932046280;7971.1710702764985
hästi;ADV;O;2;no;1;376;932046280;5314.447022931599
tugevaid;ADJ;O;1;no;9857;376;932046280;229.84223732903496
magneteid;NOUN;O;1;no;629;376;932046280;1588.5362063972261
mis;PRON;O;1;yes;1;376;932046280;2657.7229755867006
stabiilsed;ADJ;O;1;no;2621;376;932046280;697.9302660931571
püsivad;VERB;O;1;no;13523;376;932046280;171.5510616574589
seetõttu;ADV;O;1;yes;269984;376;932046280;9.153309926421912
sellistes;DET;O;1;yes;14644;376;932046280;159.2046204193547
asjades;NOUN;O;1;no;7877;376;932046280;281.5036335172599
kus;ADV;O;1;yes;1;376;932046280;2657.7229755867006
peavad;AUX;O;1;yes;1;376;932046280;2657.7229755867006
olema;AUX;O;1;yes;1;376;932046280;2657.7229755867006
täpselt;ADV;O;1;no;1;376;932046280;2657.7229755867006
näiteks;ADV;O;1;no;1;376;932046280;2657.7229755867006
mikrofonides;NOUN;O;1;no;8;376;932046280;2637.932395883426
kõlarites;NOUN;O;1;no;411;376;932046280;1846.3835331435503
kõrvaklappides;NOUN;O;1;no;276;376;932046280;2052.7181588123444
aga;CCONJ;O;1;yes;3;376;932046280;2652.038288031799
elektrikitarride;NOUN;O;1;no;40;376;932046280;2551.091019700936
edasi;ADV;O;1;yes;1;376;932046280;2657.7229755867006
kasutatakse;VERB;O;1;no;162770;376;932046280;15.148121798063707
neotüümi;NOUN;O;2;no;1;376;932046280;5314.447022931599
ütleme;VERB;O;1;no;25883;376;932046280;92.47713055379825
praegusel;ADJ;O;1;yes;1;376;932046280;2657.7229755867006
hetkel;NOUN;O;1;no;1;376;932046280;2657.7229755867006
meitze;NOUN;O;1;no;1;376;932046280;2657.7229755867006
põhimõtteliselt;ADV;O;1;no;2;376;932046280;2654.877588765411
ümbri;NOUN;O;1;no;5;376;932046280;2646.377866887964
ümbritseb;VERB;O;1;no;6838;376;932046280;319.14591577461
küll;ADV;O;1;yes;1;376;932046280;2657.7229755867006
kvaliteetsemad;ADJ;O;1;no;1074;376;932046280;1236.1522066388725
seadmed;NOUN;O;1;no;21696;376;932046280;109.58871592168681
rohkem;ADV;O;2;yes;1;376;932046280;5314.447022931599
seal;ADV;O;1;yes;1;376;932046280;2657.7229755867006
odavaid;ADJ;O;1;no;3857;376;932046280;517.8021657459744
asju;NOUN;O;1;no;2;376;932046280;2654.877588765411
tehakse;VERB;O;1;yes;145243;376;932046280;16.964445018143916
plastikust;NOUN;O;1;no;16466;376;932046280;142.53201168296363
minu;PRON;O;1;yes;1;376;932046280;2657.7229755867006
ümber;ADP;O;2;yes;1;376;932046280;5314.447022931599
või;CCONJ;O;1;yes;1;376;932046280;2657.7229755867006
sinu;PRON;O;1;yes;1;376;932046280;2657.7229755867006
ütleks;VERB;O;1;no;33215;376;932046280;72.62058672096958
ma;PRON;O;1;yes;5;376;932046280;2646.377866887964
pigem;ADV;O;1;yes;1;376;932046280;2657.7229755867006
lihtsalt;ADV;O;1;no;1;376;932046280;2657.7229755867006
juhtumisi;ADV;O;1;no;6893;376;932046280;316.90273091160583
tean;VERB;O;1;no;2;376;932046280;2654.877588765411
see;PRON;O;2;yes;1;376;932046280;5314.447022931599
vastupidi;ADV;O;1;no;58191;376;932046280;41.942671964122994
paraku;ADV;O;1;no;106901;376;932046280;22.996461856439563
kuna;SCONJ;O;1;yes;2;376;932046280;2654.877588765411
ikkagi;ADV;O;1;yes;1;376;932046280;2657.7229755867006
kvaliteedimärk;NOUN;O;1;no;882;376;932046280;1366.98747048598
neotimmida;VERB;O;1;no;1;376;932046280;2657.7229755867006
puhul;ADP;O;1;yes;594721;376;932046280;4.1631257510198765
veel;ADV;O;1;yes;1;376;932046280;2657.7229755867006
põnev;ADJ;O;1;no;64144;376;932046280;38.10585733761486
panna;VERB;O;1;no;1;376;932046280;2657.7229755867006
klaasi;NOUN;O;1;no;29821;376;932046280;80.6352162014729
sisse;ADP;O;1;yes;1;376;932046280;2657.7229755867006
see;DET;O;1;yes;1;376;932046280;2657.7229755867006
