word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
vikerraadio;PROPN;O;1;no;7027;3781;932046280;31.08914231658688
kuulajad;NOUN;O;2;no;3779;3781;932046280;104.84885296572436
,;PUNCT;O;275;no;1;3781;932046280;72655.12918358762
ilusat;ADJ;O;1;no;30687;3781;932046280;7.825660531062083
pühapäeva;NOUN;O;1;no;22254;3781;932046280;10.671932571645906
teile;PRON;O;1;yes;163120;3781;932046280;1.508301347737516
.;PUNCT;O;189;no;1;3781;932046280;49934.20117646129
eelmine;ADJ;O;1;yes;1;3781;932046280;265.1957655339683
kord;NOUN;O;2;no;1;3781;932046280;529.392602826135
me;PRON;O;11;yes;1;3781;932046280;2907.1641384556347
rääkisime;VERB;O;3;no;15133;3781;932046280;46.091101266946616
kalina;PROPN;O;1;no;263;3781;932046280;207.05467783492148
vadja;PROPN;O;1;no;1185;3781;932046280;116.87978899697052
nitskajast;NOUN;O;1;no;1;3781;932046280;265.1957655339683
ja;CCONJ;O;157;yes;1;3781;932046280;41479.90238311196
filmis;NOUN;O;21;no;36849;3781;932046280;137.04219328908562
sooja;ADJ;O;2;no;77482;3781;932046280;6.29922599533583
mis;PRON;O;19;yes;1;3781;932046280;5020.738836792967
tõi;VERB;O;2;no;130323;3781;932046280;3.7632671103001094
talle;PRON;O;5;yes;1;3781;932046280;1321.9831147026348
üleliidulise;ADJ;O;1;no;917;3781;932046280;133.8202970794335
kuulsuse;NOUN;O;1;no;4110;3781;932046280;49.075297758516676
ka;ADV;O;44;yes;3;3781;932046280;11600.793278490708
sellest;PRON;O;3;yes;934001;3781;932046280;0.7919879160287029
et;SCONJ;O;73;yes;1;3781;932046280;19287.368050569967
see;DET;O;24;yes;1;3781;932046280;6341.7230232538
film;NOUN;O;24;no;88129;3781;932046280;66.43893512135946
valmis;VERB;O;1;no;1;3781;932046280;265.1957655339683
1944.;ADJ;O;1;no;1;3781;932046280;265.1957655339683
aastal;NOUN;O;17;no;1129796;3781;932046280;3.7069620373038967
jaa;INTJ;O;2;no;25752;3781;932046280;18.510978190615056
sellel;DET;O;5;yes;240965;3781;932046280;5.099158697325897
filmil;NOUN;O;3;no;2224;3781;932046280;234.6149610168784
on;AUX;O;132;yes;1;3781;932046280;34874.9814508078
väga;ADV;O;24;yes;1;3781;932046280;6341.7230232538
kindel;ADJ;O;2;no;179386;3781;932046280;2.7393142778368103
prototüüp;NOUN;O;8;no;2891;3781;932046280;516.0793020966963
zoja;PROPN;O;2;no;575;3781;932046280;327.75887859690863
kosmodemjanskaja;PROPN;O;2;no;39;3781;932046280;508.6758570625931
kes;PRON;O;14;yes;1;3781;932046280;3699.7546503321346
oli;AUX;O;42;yes;1;3781;932046280;11097.266094512801
esimene;ADJ;O;9;no;1;3781;932046280;2378.7704638713017
naisterahvas;NOUN;O;2;no;9895;3781;932046280;45.621657648113676
