word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kaheportaal;NOUN;O;1;no;1;668;932046280;1496.400487825158
ja;CCONJ;O;17;yes;1;668;932046280;25422.82544115886
kristjan;PROPN;O;2;no;42597;668;932046280;64.12935750704663
port;PROPN;O;2;no;1;668;932046280;2991.802047408514
tere;PROPN;O;1;yes;2;668;932046280;1494.7984253579482
eetris;NOUN;O;1;no;15781;668;932046280;83.54018083622809
portaal;NOUN;O;1;no;11884;668;932046280;108.94240532934852
tehnolooga;NOUN;O;1;no;23;668;932046280;1461.9301051624946
kommentaari;NOUN;O;1;no;60742;668;932046280;22.638548834896536
esitab;VERB;O;1;no;39505;668;932046280;34.528014209732454
.;PUNCT;O;46;no;1;668;932046280;68789.4706690762
võõra;ADJ;O;1;no;11107;668;932046280;115.97354774480102
inimese;NOUN;O;1;no;1;668;932046280;1496.400487825158
mõjutamise;NOUN;O;1;no;1193;668;932046280;657.0261182996207
paljudest;PRON;O;1;no;1;668;932046280;1496.400487825158
võimalikest;ADJ;O;1;no;7160;668;932046280;172.5411422826723
meetmetest;NOUN;O;1;no;4792;668;932046280;243.9202690295944
on;AUX;O;12;yes;1;668;932046280;17945.817643242077
kaks;NUM;O;2;no;2;668;932046280;2988.5989919374215
teistest;PRON;O;1;yes;60176;668;932046280;22.848233474163838
eespool;ADV;O;1;yes;27597;668;932046280;48.93997839437937
need;PRON;O;2;yes;1284846;668;932046280;2.1710510448573985
apelleerida;VERB;O;1;no;330;668;932046280;1106.307217636622
ahnusele;NOUN;O;1;no;140;668;932046280;1302.3793231719894
hirmudele;NOUN;O;1;no;780;668;932046280;815.5217092352486
kolmandaks;ADV;O;1;no;30813;668;932046280;43.98200891693421
võib;AUX;O;3;yes;1;668;932046280;4487.20360699187
pidada;VERB;O;1;yes;1;668;932046280;1496.400487825158
enesekindlust;NOUN;O;1;no;10617;668;932046280;120.8940439500472
näiteks;ADV;O;3;no;1;668;932046280;4487.20360699187
ollakse;AUX;O;1;yes;40359;668;932046280;33.813890282352254
enda;PRON;O;1;yes;2;668;932046280;1494.7984253579482
suhtes;ADP;O;3;yes;2;668;932046280;4482.399558516894
veendunud;VERB;O;1;no;2;668;932046280;1494.7984253579482
,;PUNCT;O;30;no;1;668;932046280;44863.04571574249
et;SCONJ;O;4;yes;1;668;932046280;5982.6051665752275
kui;SCONJ;O;4;yes;1;668;932046280;5982.6051665752275
teisi;PRON;O;1;yes;131109;668;932046280;10.574067291126353
saab;AUX;O;1;yes;2;668;932046280;1494.7984253579482
hõlpsalt;ADV;O;1;no;11440;668;932046280;112.8520599549074
tüssata;VERB;O;1;no;387;668;932046280;1058.500319303011
siis;ADV;O;3;yes;1;668;932046280;4487.20360699187
tema;PRON;O;2;yes;1;668;932046280;2991.802047408514
keskmisest;ADJ;O;2;no;21450;668;932046280;124.7200428374281
nutikam;ADJ;O;1;no;910;668;932046280;757.9673343253075
indiviid;NOUN;O;1;no;1960;668;932046280;482.77612921030055
ent;CCONJ;O;1;yes;212867;668;932046280;6.530482398536587
petturil;NOUN;O;1;no;36;668;932046280;1442.2976849365602
mõjutada;VERB;O;1;no;35469;668;932046280;38.3563400297803
ei;AUX;O;7;yes;1;668;932046280;10468.809845325297
lase;VERB;O;1;no;85616;668;932046280;16.132205966133903
mida;PRON;O;4;yes;1;668;932046280;5982.6051665752275
saaks;AUX;O;1;yes;306805;668;932046280;4.537025767398449
nutikamad;ADJ;O;1;no;783;668;932046280;814.0951791431828
muud;PRON;O;1;yes;304901;668;932046280;4.565271560867144
soovida;VERB;O;1;no;12864;668;932046280;101.20369852481019
paraku;ADV;O;1;no;106901;668;932046280;12.947894515842933
vaatab;VERB;O;1;no;47673;668;932046280;28.725636850796743
ta;PRON;O;1;yes;1;668;932046280;1496.400487825158
ohu;NOUN;O;1;no;11928;668;932046280;108.56966438191148
vales;ADJ;O;1;no;7662;668;932046280;162.46257735482536
suunas;NOUN;O;1;no;115175;668;932046280;12.025203924216553
petise;NOUN;O;1;no;208;668;932046280;1224.6966926250127
peagi;ADV;O;1;yes;1;668;932046280;1496.400487825158
mõtte;NOUN;O;1;no;1;668;932046280;1496.400487825158
erksat;ADJ;O;1;no;589;668;932046280;917.927959795838
tasakaalu;NOUN;O;1;no;32282;668;932046280;42.036760495398724
kõigutama;VERB;O;1;no;312;668;932046280;1122.3142828379737
kelmid;NOUN;O;1;no;1215;668;932046280;650.2938113450676
lihtsalt;ADV;O;2;no;1;668;932046280;2991.802047408514
ootavad;VERB;O;1;no;45797;668;932046280;29.878865923977276
kuni;SCONJ;O;1;yes;1;668;932046280;1496.400487825158
inimesi;NOUN;O;3;no;293988;668;932046280;14.196283656931843
tabab;VERB;O;1;no;9982;668;932046280;127.92788968780597
mõni;DET;O;1;yes;285225;668;932046280;4.879177104691246
reaalne;ADJ;O;1;no;1;668;932046280;1496.400487825158
tõsine;ADJ;O;1;no;33273;668;932046280;40.81885746115263
avalikult;ADV;O;1;no;37559;668;932046280;36.27365435584229
valideeritud;ADJ;O;1;no;690;668;932046280;860.7713144630184
eriolukord;NOUN;O;1;no;10055;668;932046280;127.07791275049122
viiruse;NOUN;O;5;no;45107;668;932046280;151.55236525149942
epideemia;NOUN;O;1;no;6288;668;932046280;193.3797727063114
koos;ADP;O;3;yes;1;668;932046280;4487.20360699187
üleskutsetega;NOUN;O;1;no;208;668;932046280;1224.6966926250127
uuele;ADJ;O;1;no;39572;668;932046280;34.470899497388416
olukorrale;NOUN;O;1;no;11783;668;932046280;109.80777244606688
oma;PRON;O;3;yes;1;668;932046280;4487.20360699187
käitumist;NOUN;O;1;no;1;668;932046280;1496.400487825158
