EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
7,7,9,8,4,6,9,8,9,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
9,7,9,8,4,6,9,8,9,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
9,7,9,8,4,5,9,8,8,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
9,7,9,8,5,5,9,9,8,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
9,7,10,8,5,6,11,8,8,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
9,10,10,7,5,8,9,8,8,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
10,9,9,10,6,8,9,8,7,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
10,9,9,9,7,9,7,9,7,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
10,8,12,10,8,9,6,10,6,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
10,8,10,9,10,9,5,10,6,12,keskaeg; ülikool; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
6,8,10,9,10,7,6,11,5,12,keskaeg; ülikool; liivimaa; tartu; katoliku; euroopa; ametikoht; toomhärra; vaimulik; kirik; piiskopkond; ordu
