EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
6,7,2,5,3,5,1,2,2,12,tamm; mageveehorisont; liiv; torm; rand; prognoos; sadam; kasvuhooneefekt; tsükkel
6,8,2,5,3,5,1,2,2,12,tamm; mageveehorisont; liiv; torm; rand; prognoos; sadam; kasvuhooneefekt; tsükkel
5,8,2,6,4,5,1,2,3,12,tamm; mageveehorisont; liiv; torm; rand; prognoos; sadam; kasvuhooneefekt; tsükkel
7,7,3,7,4,4,1,3,3,12,tamm; mageveehorisont; liiv; torm; rand; prognoos; ehitustegevus; sadam; kasvuhooneefekt; tsükkel
6,8,4,6,5,4,2,4,3,12,tamm; mageveehorisont; liiv; torm; rand; prognoos; ehitustegevus; sadam; kasvuhooneefekt; tsükkel
5,6,4,6,6,5,6,6,4,12,elukvaliteet; tamm; mageveehorisont; liiv; torm; rand; prognoos; ehitustegevus; sadam; kasvuhooneefekt; tsükkel
3,6,4,7,5,4,6,4,3,12,elukvaliteet; tamm; mageveehorisont; liiv; torm; rand; prognoos; sadam; kasvuhooneefekt; tsükkel
4,7,6,6,5,5,6,5,3,12,elukvaliteet; tamm; liiv; torm; rand; prognoos; ehitustegevus; sadam; kasvuhooneefekt; tsükkel
4,5,7,6,6,4,9,3,5,12,mageveehorisont; torm; elukvaliteet; tamm; liiv; rand; prognoos; ehitustegevus; sadam; kasvuhooneefekt; tsükkel
4,4,9,5,6,3,7,6,5,12,elukvaliteet; tamm; mageveehorisont; liiv; torm; rand; prognoos; ehitustegevus; sadam; kasvuhooneefekt; tsükkel
3,4,8,5,6,5,5,4,5,12,elukvaliteet; tamm; mageveehorisont; liiv; torm; rand; prognoos; sadam; kasvuhooneefekt; tsükkel
