EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
5,5,4,7,5,6,1,6,5,13,uno; tammer; jalgpall; eesti; loop; enno; austraalia; mees; habe
5,5,4,7,5,6,1,6,5,13,uno; tammer; jalgpall; eesti; loop; enno; austraalia; mees; habe
6,6,4,7,5,6,2,6,5,13,uno; tammer; jalgpall; eesti; loop; sümpaatne; enno; austraalia; mees; habe
6,5,4,7,5,5,2,6,5,13,uno; tammer; jalgpall; eesti; loop; sümpaatne; enno; austraalia; mees; habe
6,6,7,7,6,5,3,7,5,13,uno; tammer; jalgpall; eesti; loop; enno; austraalia; mees; habe
8,7,8,7,6,3,5,7,5,13,pere; uno; tammer; jalgpall; eesti; loop; sümpaatne; enno; austraalia; mees; habe
7,6,7,6,7,4,6,7,5,13,uno; tammer; jalgpall; eesti; loop; enno; austraalia; mees; habe
5,6,8,6,9,5,6,6,5,13,pere; tammer; sümpaatne; enno; austraalia; mees; uno; jalgpall; eesti; loop; habe
6,3,7,7,8,5,8,6,5,13,pere; uno; tammer; jalgpall; eesti; loop; sümpaatne; enno; austraalia; mees; habe
5,3,7,7,6,6,6,6,5,13,pere; uno; tammer; jalgpall; eesti; loop; enno; austraalia; mees; habe
5,4,8,6,7,5,5,5,4,13,pere; uno; tammer; jalgpall; eesti; loop; sümpaatne; austraalia; mees; habe
