EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
7,4,1,2,3,2,1,1,3,11,juust; genf; mägine; tunnel; rahvahääletus; neutraliteet; maksusüsteem; järv; šveits
7,4,2,2,3,2,1,1,3,11,juust; genf; mägine; tunnel; rahvahääletus; neutraliteet; maksusüsteem; järv; šveits
7,5,3,2,3,2,1,1,3,11,juust; genf; mägine; tunnel; rahvahääletus; neutraliteet; maksusüsteem; järv; šveits
7,5,3,2,3,1,1,1,3,11,juust; genf; mägine; tunnel; rahvahääletus; neutraliteet; maksusüsteem; järv; šveits
6,4,4,2,3,1,1,5,3,11,juust; genf; mägine; tunnel; rahvahääletus; neutraliteet; maksusüsteem; järv; šveits
4,4,4,2,3,2,2,4,3,11,juust; genf; mägine; tunnel; rahvahääletus; maksusüsteem; neutraliteet; järv; šveits
5,3,2,1,3,2,3,4,4,11,juust; genf; mägine; tunnel; rahvahääletus; maksusüsteem; neutraliteet; suusatamine; šveits
2,6,3,5,2,3,3,4,4,11,juust; genf; mägine; tunnel; rahvahääletus; maksusüsteem; suusatamine; neutraliteet; järv; šveits
2,6,4,1,2,2,3,3,5,11,juust; genf; mägine; tunnel; rahvahääletus; maksusüsteem; suusatamine; neutraliteet; järv; šveits
2,1,3,4,2,2,2,1,5,11,juust; genf; tunnel; rahvahääletus; maksusüsteem; neutraliteet; suusatamine; järv; šveits
1,5,3,4,2,2,3,1,6,11,juust; genf; mägine; tunnel; rahvahääletus; maksusüsteem; suusatamine; neutraliteet; järv; šveits
