EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,4,4,6,3,6,6,7,5,15,soans; kuraator; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
4,4,4,6,3,6,6,6,4,15,soans; kuraator; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
4,4,4,6,3,6,6,6,3,15,soans; kuraator; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
4,4,5,6,3,6,6,7,4,15,soans; kuraator; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
4,4,7,6,3,7,6,7,4,15,soans; kuraator; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
6,4,5,6,3,8,7,9,4,15,tudengifilm; tartu; poliitiline; kumu; poeetiline; kunstihoone; soans; marco; härm; hanno; graafikatraditsioon; graafikatriennaal; kuraator
6,4,4,7,2,9,7,10,4,15,tudengifilm; tartu; poliitiline; kumu; poeetiline; kunstihoone; soans; marco; härm; hanno; graafikatraditsioon; graafikatriennaal; kuraator
8,3,8,6,3,9,10,8,4,15,tudengifilm; tartu; poliitiline; kumu; poeetiline; kunstihoone; soans; marco; härm; hanno; graafikatraditsioon; graafikatriennaal; kuraator
7,4,7,7,2,8,9,8,6,15,tudengifilm; tartu; poliitiline; kumu; poeetiline; kunstihoone; härm; hanno; graafikatraditsioon; graafikatriennaal; kuraator
6,4,5,7,3,5,7,4,4,15,härm; tudengifilm; hanno; tartu; poeetiline; graafikatraditsioon; poliitiline; kunstihoone; kumu; graafikatriennaal; kuraator
4,3,6,5,1,6,4,8,5,15,soans; kuraator; marco; härm; tudengifilm; hanno; tartu; poeetiline; poliitiline; kumu; graafikatriennaal; kunstihoone
