EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
8,3,3,3,2,7,6,5,2,15,kuraator; marco; härm; tudengifilm; hanno; poeetiline; tartu; graafikatraditsioon; poliitiline; kumu; graafikatriennaal; kunstihoone
8,3,3,3,2,6,6,5,2,15,kuraator; marco; härm; tudengifilm; hanno; poeetiline; tartu; graafikatraditsioon; poliitiline; kumu; graafikatriennaal; kunstihoone
7,3,4,4,2,6,6,6,2,15,kuraator; marco; härm; tudengifilm; hanno; poeetiline; tartu; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
7,4,4,2,2,6,6,6,2,15,kuraator; marco; härm; tudengifilm; hanno; poeetiline; tartu; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
6,3,3,2,2,8,6,4,2,15,soans; kuraator; marco; härm; hanno; poeetiline; tartu; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
5,4,2,2,1,4,5,4,2,15,soans; kuraator; marco; härm; hanno; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
4,5,3,2,3,4,7,5,3,15,soans; kuraator; marco; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
4,5,4,3,2,6,8,2,3,15,tudengifilm; tartu; poliitiline; poeetiline; kunstihoone; soans; marco; härm; hanno; graafikatraditsioon; graafikatriennaal; kuraator
2,5,3,2,5,5,6,3,3,15,soans; marco; härm; hanno; tudengifilm; tartu; poeetiline; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
1,5,3,3,5,5,7,3,3,15,soans; kuraator; marco; härm; hanno; tudengifilm; poeetiline; tartu; graafikatraditsioon; poliitiline; graafikatriennaal; kunstihoone
2,5,3,2,4,4,6,3,4,15,soans; kuraator; marco; härm; hanno; tudengifilm; poeetiline; tartu; graafikatraditsioon; graafikatriennaal; kunstihoone
