Diversity,Model,Mean Score
7.0,multi_e5,0.17006697371828952
8.0,multi_e5,0.16806171848161014
6.0,multi_e5,0.1654548937936021
9.0,multi_e5,0.16411665350218843
10.0,multi_e5,0.15760296715254574
5.0,multi_e5,0.15345548785929763
4.0,multi_e5,0.15011873905471257
3.0,multi_e5,0.14925254668632723
2.0,multi_e5,0.14889901133279188
1.0,multi_e5,0.14889901133279188
