EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,1,1,0,0,0,1,0,0,14,rakenduslingvistika; keelekorraldus; kerge
0,1,1,0,0,0,1,0,0,14,rakenduslingvistika; keelekorraldus; kerge
0,1,1,0,0,0,1,0,0,14,rakenduslingvistika; keelekorraldus; kerge
0,1,1,0,0,0,1,0,0,14,rakenduslingvistika; keelekorraldus; kerge
0,1,1,0,0,0,1,0,0,14,rakenduslingvistika; keelekorraldus; kerge
0,1,3,0,0,0,1,0,0,14,rakenduslingvistika; keel; kerge; keelekorraldus; krista
0,1,3,0,0,1,1,0,0,14,rakenduslingvistika; keel; kerge; koolikeel; keelekorraldus; krista
0,1,3,0,0,1,2,0,0,14,rakenduslingvistika; inglise; keel; kerge; noortekeel; keelekorraldus; krista
0,0,1,0,0,0,3,0,0,14,keelekorraldus; krista; keel; noortekeel
0,0,2,0,0,0,1,0,0,14,keelekorraldus; inglise; krista
0,0,2,0,0,0,1,0,0,14,keelekorraldus; inglise; krista
