EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,1,3,0,0,1,2,1,0,12,raadio; inglise; ansambel; šokolaad; eesti; lugu
0,1,3,0,0,1,2,1,0,12,raadio; inglise; ansambel; šokolaad; eesti; lugu
0,1,3,0,0,1,2,1,0,12,raadio; inglise; ansambel; šokolaad; eesti; lugu
0,1,1,0,0,1,2,1,0,12,raadio; šokolaad; eesti; lugu
0,1,1,0,0,1,2,1,0,12,raadio; šokolaad; eesti; lugu
0,1,1,0,0,0,1,1,0,12,raadio; šokolaad; eesti
0,1,1,0,0,0,1,1,0,12,raadio; šokolaad; eesti
0,1,1,0,0,0,1,1,0,12,raadio; šokolaad; eesti
0,1,1,1,0,0,1,1,0,12,raadio; šokolaad; eesti
0,1,1,0,0,0,1,1,0,12,raadio; šokolaad; eesti
0,1,1,0,0,0,1,1,0,12,raadio; šokolaad; eesti
