EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
6,8,8,5,8,7,7,9,3,15,haige; soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
6,8,8,5,8,6,7,9,3,15,haige; soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
8,8,8,5,9,8,8,9,3,15,haige; soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
6,7,7,5,9,11,9,10,3,15,haige; soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
5,6,7,5,10,10,9,9,3,15,haige; soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
7,6,5,5,11,9,10,7,3,15,haige; soome; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
6,7,6,7,11,7,11,7,3,15,haige; soome; töö; ilmar; talve; mälestuste; ants; naine; viires; tegevus; etnoloog; raamat
5,4,5,7,10,8,9,7,3,15,haige; soome; teaduslik; töö; ilmar; talve; mälestuste; ants; naine; viires; tegevus; etnoloog; raamat
6,4,5,10,10,7,7,7,4,15,soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
4,4,6,10,9,7,7,6,6,15,haige; soome; teaduslik; töö; ilmar; talve; ants; mälestuste; naine; viires; tegevus; etnoloog; raamat
6,6,7,10,9,7,7,8,6,15,soome; teaduslik; töö; ilmar; talve; mälestuste; ants; naine; viires; tegevus; etnoloog; raamat
