Keyword;Score
sõnul;0.007037869543201635
eesti;0.005843548275068942
aasta;0.005798748341821153
täna;0.005560859624392536
tööd;0.004148000218187756
osa;0.0035912465806406052
aastat;0.0034608493410485637
10;0.0034495379665365595
tootmisliin;0.0032724297606518253
uus;0.00324084713088419
käsmus;0.0031491149716683133
alatskivi;0.003127754312547361
lossi;0.0030519266917300837
tootmisliini;0.002965859943352467
usa;0.002933006498984254
uue;0.002928580430317975
lossis;0.0029226707388499825
loomaaia;0.002913278886430035
kaks;0.002898618112126559
teatas;0.002843108050246078
ütleme;0.00283663163500003
iisrael;0.002813546577294751
liibanoni;0.002508678997090967
janukovitš;0.0024562404611923458
aeg;0.002445187553462122
lugu;0.0024413463810333347
võistkond;0.002406388801704621
jääb;0.00234228904457664
festival;0.0023422493598773964
jüri;0.0022841844684658827
ajal;0.0022812205352485166
loomaaias;0.002278760513967586
kuuba;0.002269414730109019
kilomeetrit;0.002249744004808973
etenduse;0.0022368716487140166
tallinna;0.0022317440223049716
soovitas;0.0022055135916573643
tänavu;0.0022003262497807476
nädala;0.002187102900804049
looma;0.0021812599355607544
kella;0.0021802421552261507
tartumaal;0.002106432655876869
äärekive;0.002100029386672757
erna;0.0020857086752023566
etendus;0.0020315764180128706
õhtul;0.0019981029449970752
homme;0.0019657896345407753
resolutsiooni;0.0019434502017207245
vitali;0.0019433997626088417
sademeteta;0.0018735524555247905
ukraina;0.0018250647500065854
suur;0.001824240880102458
võimu;0.0018169690780906027
prantsusmaa;0.0018162369003532472
vaba;0.0017886421431569596
nõudlus;0.001777525088741383
kraadi;0.001759805135087455
lossipäevade;0.0016804003740568119
kujunenud;0.0016801189377255478
kevad;0.0016702070813559519
no;0.0016628804156500522
tingimustes;0.0016574810928695462
kuulda;0.0016554075331974907
käsmu;0.0016284783521788055
traktoristid;0.0016185961045892382
asjad;0.0016152292146604345
üritus;0.0016138282443146595
tootest;0.0016045616863836674
hezbollah;0.0015999064159659552
paraku;0.0015982484498222897
näinud;0.0015905655917890717
venemaalt;0.001590041678667758
kütust;0.0015811448972899462
tartu;0.0015805622484856418
kokkuvõtte;0.0015777603145581134
siduv;0.0015728478997451506
eestis;0.0015719505378017278
geni;0.0015690145043853931
linnas;0.0015681683786779028
vana;0.001565074592055466
paavo;0.0015641160863735962
toimub;0.001556752892585868
kärkna;0.0015486672869398205
castro;0.0015428130073292053
mati;0.0015419414389744456
inimese;0.0015380308554744837
kindlasti;0.0015357050211536186
fidel;0.0015322646642423761
presidendi;0.0015314708818958992
zidanei;0.0015296370073069135
inimesi;0.0015292530808540905
liibanon;0.001525046709062629
toomas;0.0015220777117168486
mehena;0.0015214482998358785
jätkab;0.0015203680534850116
vaherahu;0.0015180431912611748
tavaliselt;0.0015165600701502907
külastada;0.0015163859867997373
raadio;0.0015132947341143321
alguses;0.0015034794017893143
liin;0.001500247304798081
nolken;0.0014977508141073368
moodi;0.001491181550156667
parun;0.0014901782546828278
käsitööd;0.0014865933814354481
riigis;0.0014829058992098486
raul;0.0014818599923512137
huvitav;0.00147778756550262
nõuab;0.0014760627958438448
hullumeelsus;0.0014703779047563832
viikingipäevad;0.0014629721384659812
skulptorid;0.0014622116820280273
sooja;0.001461948694060309
üheksa;0.001458924518491255
inimene;0.0014581061218579218
kavas;0.001457622712834113
raske;0.0014571975163481274
ajutiselt;0.0014446468697497529
betooni;0.0014419314321223254
pilgu;0.0014364968367292128
valgamaal;0.0014286141410439718
toimuvad;0.0014263548529451183
peaminister;0.0014257763189167753
võimalik;0.0014195465588755583
hoiatas;0.0014156395984184222
näiteks;0.001415101076271955
teada;0.00138986128893341
võtta;0.0013893151192480224
100;0.0013781316984301792
uut;0.0013654913232315237
julgeolekunõukogu;0.0013566024686649076
juhtus;0.0013536368705914994
vambola;0.0013214840692549346
taskust;0.0013078736174321065
simson;0.0012760932273639734
turniir;0.0012676486002043464
algas;0.00126326634044712
novikov;0.0012113270932394996
õhtut;0.0012074467720413228
protsess;0.001202145745044138
seakülast;0.0012019265897086635
mõisate;0.0011903248147372074
1905;0.001178698041084988
reet;0.0011777158816920622
kell;0.0011632874341961689
kõnnitee;0.0011586808131836019
25;0.0011566136464727307
ilm;0.001148798070677558
22;0.0011400860628170836
jõudsid;0.0011387533588159144
põletamise;0.001137477367375805
puhub;0.0011364512106411988
sõidutee;0.001129600461846522
augustil;0.0011239271470241052
meetrit;0.0011205200812905022
kena;0.0011193400968045521
kirdetuul;0.0011160870300852156
retke;0.001113466771281665
15;0.001106324917885881
grupp;0.0010835612363983347
viimase;0.0010773114309798979
elizabeth;0.0010575382885716627
elna;0.0010571490401134575
christensen;0.0010558861175329877
velo;0.0010547731785243895
päevakaja;0.0010540671938655917
kuus;0.0010537400000993548
29;0.0010533916586746898
margarita;0.0010533096892213893
osales;0.0010528522898207485
võistkonda;0.0010508771370023016
liit;0.0010508064755777597
teemalise;0.0010504936060543686
meeskond;0.0010494098055784057
lähemalt;0.0010488819181028166
toetust;0.0010484991128458978
ühendriikide;0.0010473961367825492
kamardena;0.001045700632981088
vastavad;0.0010449988749161383
varustuse;0.001044607568507127
