Model,Average Score
MiniLM-L12_multi,0.12024021063858292
LaBSE,0.10386325524008468
MiniLM_multi,0.07287496982660695
est-roberta,0.06177507602441931
EstBERT,0.059045161841976744
bertMulti,0.03784569133224026
multi_e5,0.03163510388038956
distilbertMulti,0.02123701358233209
xml_roberta,0.0
