Model,Average Score
LaBSE,0.06702379682988792
MiniLM-L12_multi,0.04682361734195864
MiniLM_multi,0.04232007243710968
est-roberta,0.024476621836951137
EstBERT,0.01963344958014955
multi_e5,0.018520150749428824
distilbertMulti,0.008036078844902376
bertMulti,0.006192867381651508
xml_roberta,0.0
