Diversity,Model,Score
diversity_8,MiniLM-L12_multi,0.12897086523441012
diversity_7,MiniLM-L12_multi,0.12848976397222012
diversity_6,MiniLM-L12_multi,0.12300981103806181
diversity_3,MiniLM-L12_multi,0.11826778666045953
diversity_1,MiniLM-L12_multi,0.11826778666045953
diversity_2,MiniLM-L12_multi,0.11826778666045953
diversity_0,MiniLM-L12_multi,0.11826778666045953
diversity_5,MiniLM-L12_multi,0.11810952955044803
diversity_10,MiniLM-L12_multi,0.11782776348178826
diversity_4,MiniLM-L12_multi,0.11745760147527433
diversity_9,MiniLM-L12_multi,0.11570583563037123
diversity_5,LaBSE,0.10811005679620232
diversity_6,LaBSE,0.10672587577063841
diversity_7,LaBSE,0.10590833365407669
diversity_4,LaBSE,0.1053713040819594
diversity_3,LaBSE,0.10504997904572208
diversity_9,LaBSE,0.10401263301160102
diversity_1,LaBSE,0.10334369468012398
diversity_2,LaBSE,0.10334369468012398
diversity_0,LaBSE,0.10334369468012398
diversity_8,LaBSE,0.10167248689372013
diversity_10,LaBSE,0.09561405434663948
diversity_9,MiniLM_multi,0.08179085457981228
diversity_10,MiniLM_multi,0.08040882043462023
diversity_8,MiniLM_multi,0.07903087626836336
diversity_7,MiniLM_multi,0.0790019282737291
diversity_6,MiniLM_multi,0.07549109838390024
diversity_5,est-roberta,0.07008084753892288
diversity_5,MiniLM_multi,0.06988835632604982
diversity_4,est-roberta,0.06922227198994485
diversity_3,est-roberta,0.0684272745037709
diversity_0,est-roberta,0.06805690413340053
diversity_2,est-roberta,0.06805690413340053
diversity_1,est-roberta,0.06805690413340053
diversity_5,EstBERT,0.0674438480049935
diversity_4,EstBERT,0.06741541704196503
diversity_1,MiniLM_multi,0.06728191184460534
diversity_3,MiniLM_multi,0.06728191184460534
diversity_0,MiniLM_multi,0.06728191184460534
diversity_2,MiniLM_multi,0.06728191184460534
diversity_1,EstBERT,0.06701859164513964
diversity_0,EstBERT,0.06701859164513964
diversity_2,EstBERT,0.06701859164513964
diversity_3,EstBERT,0.06701859164513964
diversity_4,MiniLM_multi,0.06688508644777995
diversity_6,est-roberta,0.06179147976684096
diversity_6,EstBERT,0.06102245177709574
diversity_7,est-roberta,0.05570981711977584
diversity_10,est-roberta,0.05219876855648269
diversity_8,EstBERT,0.050434123195346105
diversity_8,est-roberta,0.05028865479587873
diversity_9,est-roberta,0.04763600959679391
diversity_7,EstBERT,0.04715172283283738
diversity_10,EstBERT,0.04489410359830897
diversity_9,EstBERT,0.04306074723063887
diversity_7,bertMulti,0.042320312532515836
diversity_9,bertMulti,0.04160419395133018
diversity_6,bertMulti,0.04135138349018638
diversity_8,bertMulti,0.03989404882851735
diversity_10,bertMulti,0.037955944053080275
diversity_4,bertMulti,0.03595171655543172
diversity_3,bertMulti,0.03595171655543172
diversity_2,bertMulti,0.0355243661280813
diversity_0,bertMulti,0.0355243661280813
diversity_1,bertMulti,0.0355243661280813
diversity_5,bertMulti,0.034700190303905476
diversity_10,multi_e5,0.032857761791585324
diversity_6,multi_e5,0.032429236856481435
diversity_8,multi_e5,0.03216075533799992
diversity_5,multi_e5,0.03200926331150789
diversity_2,multi_e5,0.03187368130092588
diversity_3,multi_e5,0.03174725679950138
diversity_4,multi_e5,0.03174725679950138
diversity_9,multi_e5,0.03148856454003513
diversity_1,multi_e5,0.03148288609395421
diversity_7,multi_e5,0.03065103820328279
diversity_0,multi_e5,0.029538441649509757
diversity_10,distilbertMulti,0.023160464931620765
diversity_7,distilbertMulti,0.022308557336292115
diversity_6,distilbertMulti,0.02122059437332915
diversity_8,distilbertMulti,0.021012261039995817
diversity_5,distilbertMulti,0.02085022400295878
diversity_0,distilbertMulti,0.02085022400295878
diversity_1,distilbertMulti,0.02085022400295878
diversity_4,distilbertMulti,0.02085022400295878
diversity_2,distilbertMulti,0.02085022400295878
diversity_3,distilbertMulti,0.02085022400295878
diversity_9,distilbertMulti,0.020803927706662485
diversity_8,xml_roberta,0.0
diversity_2,xml_roberta,0.0
diversity_0,xml_roberta,0.0
diversity_1,xml_roberta,0.0
diversity_3,xml_roberta,0.0
diversity_7,xml_roberta,0.0
diversity_9,xml_roberta,0.0
diversity_4,xml_roberta,0.0
diversity_5,xml_roberta,0.0
diversity_6,xml_roberta,0.0
diversity_10,xml_roberta,0.0
