Model,Average Score
multi_e5,0.4359635154594461
EstBERT,0.41445614209995246
LaBSE,0.4118743997291586
MiniLM_multi,0.40289775685861157
est-roberta,0.398755593573189
bertMulti,0.39494643566709425
MiniLM-L12_multi,0.3924983049060824
distilbertMulti,0.37430866032346005
xml_roberta,0.3738720585469577
