Diversity,Model,Mean Score
0.0,EstBERT,0.4378913347606158
1.0,EstBERT,0.4363363494616075
2.0,EstBERT,0.4348065047411023
3.0,EstBERT,0.4310602854556673
4.0,EstBERT,0.4243976398590262
6.0,multi_e5,0.40506427423339186
9.0,distilbertMulti,0.4034822520848923
5.0,EstBERT,0.4026950159499179
10.0,distilbertMulti,0.4010168095451033
4.0,multi_e5,0.4004389618363647
