EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,0,4,2,3,3,5,3,1,12,seitse; süü; toomas; surmapattu; paul
1,0,4,2,3,3,5,3,1,12,seitse; süü; toomas; surmapattu; paul
1,0,4,2,3,3,5,3,1,12,seitse; süü; toomas; surmapattu; paul
1,0,4,2,3,3,5,3,1,12,seitse; süü; toomas; surmapattu; paul
1,0,4,2,3,3,5,3,1,12,seitse; süü; toomas; surmapattu; paul
1,0,2,2,3,3,5,3,1,12,seitse; süü; toomas; surmapattu; paul
0,0,2,2,3,3,4,3,1,12,seitse; surmapattu; süü; paul; toomas
0,0,4,2,3,3,4,3,1,12,seitse; süü; toomas; surmapattu; paul
1,0,4,1,3,3,4,4,1,12,seitse; süü; toomas; surmapattu; paul; ahnus
0,0,5,1,3,3,4,3,2,12,seitse; süü; toomas; surmapattu; paul
1,1,3,1,4,2,4,3,2,12,seitse; süü; toomas; liialdus; surmapattu; paul; ahnus
