Keyword;Score
aasta;0.0073582987283626125
päev;0.004993262033993387
nädal;0.00465676928935022
täna;0.004583494146088762
uus;0.004441194088003801
Moskva;0.004364629169187036
Tallinn;0.00413301197259725
toimuma;0.004092241484163333
ütlema;0.004008841477461503
teater;0.0038739059539036544
küsimus;0.003793211016454828
töö;0.0037417900610516685
aeg;0.003728529096583599
vabariik;0.003116261583973578
maa;0.002930229559233388
võtma;0.002884338710154703
andma;0.0027554025169166723
kongress;0.0026519860950898772
tahtma;0.0026206221664085575
jääma;0.002562662347964223
suur;0.002552649943977703
suitsetamine;0.0023811368407811607
viimane;0.002281576874012693
Leningrad;0.0022735458776035576
kolm;0.002251008797215875
esimene;0.0022224066227489883
hästi;0.002030265208675726
Nõukogu;0.002023630942935075
näiteks;0.002004456958424309
võistlus;0.001987404934850896
algus;0.001946749942595704
lõpp;0.0019368806913522925
üldse;0.0018890081669710674
paar;0.0018624289764035712
näidend;0.0018603901320063724
avama;0.0018484416661553316
mäng;0.0018044269658808248
õhtu;0.0017884456265217488
jaanuar;0.0017627638837977198
tänane;0.0017478979886984046
telefon;0.0017463503873026125
Liit;0.0017446620277085526
tähendama;0.0017271370307255026
asi;0.001705900294149071
partei;0.0016233949992655672
Iraan;0.0016161036581858748
kunst;0.0015920555339701498
arvama;0.0015829860883808397
elu;0.0015827781926585685
tulemus;0.0015578171612706194
näitus;0.0015502012977495802
jõudma;0.0015499159504029762
Šveits;0.001541239034354901
Ameerika;0.0015329978738158783
teadma;0.0015281785514233482
linn;0.0015262088114047871
sotsialistlik;0.0015223457168806317
nõukogu;0.0015167922900771798
rääkima;0.0015079707410052458
20;0.001480257342859696
esinema;0.0014779740259795026
kell;0.0014771784625724103
neli;0.001473525334481708
võitma;0.0014551033598105441
homme;0.0014442808502529178
Süüria;0.0014290571812011316
Kalev;0.001421531259436241
Otepää;0.001415687901345415
koht;0.0013837934029045213
inimene;0.0013810021572655123
sündmus;0.0013797700812364052
võimuvõitlus;0.0013789107134794469
kolmas;0.0013694778206854463
haigus;0.001367061904728824
võimalik;0.0013647737117470809
neljapäev;0.0013538872399516647
mõtlema;0.0013473727428560526
möödunud;0.0013319885422330082
10;0.0013306777194432926
kokkulepe;0.0013295549258720506
terve;0.001326571733292632
nägema;0.0012980905131297525
osa;0.0012952445333760483
Iraak;0.0012835480225488385
algama;0.001283508050678017
ootama;0.0012771003990491104
leping;0.0012625877755797696
hea;0.001260376883855794
esindaja;0.0012563085664139277
eile;0.0012492639567056856
lihtsalt;0.001236675752979585
etendus;0.001231046256414842
lavastus;0.0012215139441398093
kaks;0.0012205770494236052
NSV;0.0012079095777036309
sõjaline;0.0011998776828377512
lugu;0.0011996664503534265
seitse;0.0011950840991134786
riik;0.0011817718157102215
huvi;0.0011705162655843624
mööduma;0.0011696375045504642
esmaspäev;0.0011541657884771106
panema;0.001152570894123259
miinus;0.0011522546625257987
lavastama;0.0011494283152747112
kraad;0.001148422414954406
ilm;0.0011450787425978184
aastane;0.0011326211992238253
puudutama;0.0011263389417736933
täitma;0.0011191793777422057
meister;0.0011056422377738826
puutuma;0.0011036874915835632
rahvusvaheline;0.0011003718580090943
ametlik;0.001096812147703018
variant;0.0010951758682746727
tants;0.001092281711413705
seltsimees;0.0010872439393564519
no;0.0010776103065353105
maailm;0.0010774717510890343
riiklik;0.0010748164487636796
oblast;0.001074711922013681
saade;0.0010742647722922947
kultuurielu;0.0010738756321857863
ring;0.0010730421176513088
laupäev;0.0010628154705163478
pantvang;0.0010627239584961251
käima;0.0010606111408011595
nädalavahetus;0.0010577723645498693
Tartu;0.0010495233743432802
soovitama;0.0010464110277637764
teade;0.0010437997313671897
Poola;0.0010436744497198719
rajoon;0.001043149779718676
käsi;0.0010421302627821286
laps;0.001037854811446336
16;0.001034471691416143
reede;0.0010264608139117547
praktiliselt;0.001024430077957966
taas;0.001023772952403027
jaa;0.0010219370951399004
miinuma;0.0010187976589323504
jätkama;0.0010164047399005623
kuuluma;0.0010156089431822809
talupoeg;0.000999835764096962
raske;0.0009964170984702386
eelolev;0.0009911929156993435
Eesti;0.0009840616999211404
kord;0.000982658129053945
teos;0.0009812380312552084
nähtus;0.0009754785651361725
24;0.0009705989919274393
tund;0.0009664891595468233
26;0.0009626273649435332
erasektor;0.0009619903424412294
jätkuma;0.0009617012447812118
pühapäev;0.0009615386506635481
Vändra;0.0009582440722986055
elama;0.0009576146335017404
Vladimir;0.000957046443664791
vaatama;0.0009567172257946995
süda;0.0009554133119222596
teisipäev;0.0009527904004521808
Aegvii;0.0009445596252158606
Põlva;0.0009429027612080842
korraldama;0.0009411809982887133
nimeline;0.0009402845520709943
kuulus;0.0009397513680222577
rahvuslik;0.0009328610494953861
Afganistan;0.0009301837172684266
80;0.0009294929053436457
parem;0.0009277829313125448
juhtum;0.0009249192804269423
aastapäev;0.0009119767270996476
valmistuma;0.0009118165619977779
pühendatud;0.0009112116359644921
tutvuma;0.0009107342853917577
sõitma;0.0009066834163814019
kuulma;0.0009049971900751517
puhuma;0.000901253579025073
probleem;0.0008984493854083441
