Keyword;Score
ütlema;0.01712275470413402
arhitekt;0.010749741154097622
tegelikult;0.009295876298986922
tahtma;0.009218376718841816
suur;0.008085973502204028
koht;0.006717853214747274
maja;0.006503160875178101
võtma;0.005561379360685895
teadma;0.0055007333859916204
asi;0.005448445387003663
kunst;0.005392747480361963
arhitektuur;0.005308215761524589
aasta;0.00523496219853197
no;0.005198645844041058
mõte;0.005027436501187248
küsimus;0.0048177000337880724
film;0.004774981611772711
töö;0.004627857879179959
mõtlema;0.004585833696929626
arvama;0.004576536209804591
aeg;0.004448606455800961
eetika;0.004337354469867063
jälle;0.004007465551524724
linn;0.0037929429785673444
inimene;0.0037255451827259913
rääkima;0.003652059659761621
hästi;0.0033722165880762664
panema;0.0033680298139247243
eetiline;0.0033356419012434886
hea;0.0033213399461601125
detailplaneering;0.003305032400263103
üldse;0.0030096346631699584
elama;0.002994722687699168
liit;0.0029463083217617417
kaks;0.002941498366464933
näiteks;0.0029050116743615864
kord;0.00286302727047699
ehitama;0.0027994804882921576
piirkond;0.0027625230114447356
idee;0.002751020641563567
andma;0.002750238527024564
arendaja;0.0027038014929827614
vaja;0.0026954204613252233
leidma;0.0026891639549540105
loomulikult;0.002675608626130707
suurem;0.002672878780561461
püüdma;0.0026311633491421494
kõrghoone;0.0026221597990922323
nägema;0.0025710079437609216
elu;0.0025375076082498112
raske;0.0025317511579862847
uus;0.002472774722149007
õige;0.002455545650263631
aru;0.0024263394327211562
jääma;0.002415729095345592
vaatama;0.002412079465945088
Eesti;0.002408298775888225
nii-öelda;0.0023942234090050295
Tallinn;0.002371396617570925
tunduma;0.0023524737950931765
lugu;0.002345554585229859
lihtsalt;0.0023291649325367257
maha;0.0023243068027545694
tänav;0.002275604370683811
natuke;0.002268210541159511
võistlus;0.0022640882335208
kindlasti;0.0022585407764679536
hetk;0.0022453791403859212
viimane;0.002233223013772914
projekt;0.002218300832998597
käima;0.002217754435091107
looming;0.0021135015369290943
teema;0.0020940608729206078
kirjutama;0.0020811871465021433
probleem;0.0020647793447249752
suutma;0.0020538139146102346
pilt;0.0020356492784561987
osalema;0.0020206072119979754
sadam;0.002020338878818687
plaan;0.0020072917032915127
planeering;0.001960147027883044
hoone;0.001910363490569211
maailm;0.0018828037798846013
osa;0.001860331456528087
keskkond;0.0017913189223906464
praktiliselt;0.0017619761416599023
otsima;0.0017580742228678321
eetiliselt;0.001748624951178935
kontekst;0.0017441569916655654
puhas;0.0017315236765235475
kuulama;0.0017280917274486794
etnograafiline;0.0016965722577191628
materjal;0.0016826533926324358
käik;0.0016751858430932303
tegelema;0.0016559696476112008
kalamaja;0.0016545670073850913
hoidma;0.0016370244382704132
teater;0.001630248877023598
ebaeetiline;0.0016251538066987664
lõpuks;0.0016235870919324086
tekkima;0.001619535815252629
ajakirjandus;0.0016162535237633795
maht;0.001611097086790086
vorm;0.001608347854723632
piir;0.0015837961914789327
tundma;0.0015720184638568706
toimuma;0.0015470147699084688
valdkond;0.0015375815590308096
tähendama;0.0015307435815093372
võimatu;0.001529759326390658
siiamaani;0.0015270907017271359
tingimus;0.0015197651400778289
raha;0.001519681632478342
arhitektuurivõistlus;0.0015078310462561593
tee;0.001499308293375245
objekt;0.0014880479949411444
kutsuma;0.0014876717834432934
kokkulepe;0.0014676824492354653
esimees;0.0014640214248492873
terve;0.0014586444245867785
ilus;0.0014578712481587925
omanik;0.0014489415875403925
korraldama;0.00144493637708595
nimelt;0.0014353596834301356
eriti;0.0014302945219759854
meeldima;0.0014301945588069012
jutt;0.0014277950303935721
paluma;0.001420973698076992
kultuurifoorum;0.0014189830541229097
kultuur;0.0014125336874296261
esimene;0.0014113459209547836
töötaja;0.0014090994038056732
hiljem;0.001395714005751546
võimalus;0.0013928403808666056
nõus;0.0013896669013185366
maksma;0.0013825247437550573
Lill;0.0013739336204356984
eesmärk;0.0013709403391172043
väike;0.0013577005314944018
ala;0.0013449907485042522
täpselt;0.0013413880824946155
Margit;0.0013405661109632849
parem;0.0013287762364032336
Mutso;0.0013188449334784857
üldiselt;0.0013147967001781071
onju;0.0013131572878825669
tellija;0.001306207839924612
mängima;0.001299624047165158
juht;0.001295142217886393
kuu;0.0012945269744270124
tihtipeale;0.0012659052460377161
ühiskondlik;0.0012615856424263894
kvartal;0.0012584708094333043
moderaator;0.001257365564242621
seisukoht;0.0012568767360385518
sõna;0.0012527155029881682
siukne;0.0012387402762594913
lubama;0.001238641404939713
abstraktne;0.001230064947665529
pääsema;0.0012091263743766968
kool;0.0012091211014146285
jahisadam;0.0012090869401876262
selge;0.0011961443848242596
käsi;0.0011917029179879812
heitma;0.0011824723387008913
betoon;0.0011784067700881856
maa;0.0011727507673771924
kaasa;0.0011712020002464128
kutsutud;0.0011463065406344146
aitama;0.001142828774033117
elamu;0.0011422485507201399
kolleeg;0.0011421405218764176
Sakala;0.0011384226818838266
muutuma;0.0011326465751046865
lahendus;0.0011318822721599292
laskma;0.0011315440529533721
täis;0.001129253768912036
reegel;0.0011276618100715975
teatud;0.0011249671628564353
Liivo;0.0011243464984185387
