Diversity,Model,Mean Score
3.0,EstBERT,0.23125257443794595
5.0,EstBERT,0.23112029316922678
1.0,EstBERT,0.2310737961840043
2.0,EstBERT,0.2310737961840043
4.0,EstBERT,0.23097806432059959
0.0,EstBERT,0.23094152105172916
6.0,multi_e5,0.22210524845556665
5.0,multi_e5,0.21949764250293147
4.0,multi_e5,0.21818372139110873
0.0,multi_e5,0.21633718810365696
