Model,Average Score
multi_e5,0.29622632585314357
EstBERT,0.29275077703245217
est-roberta,0.2559846487266508
MiniLM_multi,0.24648497223268542
bertMulti,0.24428519238785212
LaBSE,0.24207983025051938
MiniLM-L12_multi,0.23676079145660012
xml_roberta,0.18404879592580128
distilbertMulti,0.17595718335732646
