Diversity,Model,Score
diversity_5,EstBERT,0.3306973803296043
diversity_6,multi_e5,0.32677750390018195
diversity_4,EstBERT,0.32000297076599965
diversity_1,EstBERT,0.3187133252263541
diversity_2,EstBERT,0.3187133252263541
diversity_0,EstBERT,0.3187133252263541
diversity_3,EstBERT,0.31842937460907017
diversity_7,multi_e5,0.31837240380209936
diversity_5,multi_e5,0.3170816968596896
diversity_4,multi_e5,0.29759646238503307
diversity_6,EstBERT,0.2896036221642517
diversity_8,multi_e5,0.2878998697571969
diversity_3,multi_e5,0.28776256171779907
diversity_0,multi_e5,0.2871479602698643
diversity_1,multi_e5,0.2866429097648138
diversity_2,multi_e5,0.2866429097648138
diversity_9,multi_e5,0.2825102184059872
diversity_2,est-roberta,0.2810056097917295
diversity_0,est-roberta,0.28093394072006045
diversity_1,est-roberta,0.28093394072006045
diversity_3,est-roberta,0.280395502306622
diversity_10,multi_e5,0.28005508775710014
diversity_4,est-roberta,0.27512068299013603
diversity_7,EstBERT,0.272765762731707
diversity_5,est-roberta,0.2682578857760746
diversity_6,MiniLM_multi,0.26568344666074284
diversity_6,LaBSE,0.262505838435921
diversity_9,LaBSE,0.2597587563365427
diversity_8,LaBSE,0.25841703250978276
diversity_7,MiniLM_multi,0.2581495700435329
diversity_7,MiniLM-L12_multi,0.2580402869308958
diversity_6,est-roberta,0.25684760892797526
diversity_8,MiniLM_multi,0.2558921219150837
diversity_7,LaBSE,0.2558659860091749
diversity_10,bertMulti,0.2550951606729471
diversity_6,MiniLM-L12_multi,0.2548107405723505
diversity_9,bertMulti,0.2542116277828352
diversity_8,EstBERT,0.2536557600800377
diversity_6,bertMulti,0.25234926005462643
diversity_5,MiniLM_multi,0.25214642745550897
diversity_5,LaBSE,0.25099759967510227
diversity_8,MiniLM-L12_multi,0.2507499397794805
diversity_10,LaBSE,0.2462064971921783
diversity_9,EstBERT,0.24616904674464013
diversity_9,MiniLM_multi,0.2457305493354255
diversity_7,bertMulti,0.24314278344348006
diversity_10,MiniLM_multi,0.24240848996395953
diversity_9,MiniLM-L12_multi,0.2422777162590114
diversity_5,bertMulti,0.24153639805136193
diversity_1,bertMulti,0.24096898990719942
diversity_3,bertMulti,0.24096898990719942
diversity_2,bertMulti,0.24096898990719942
diversity_4,MiniLM_multi,0.24093188533745807
diversity_0,bertMulti,0.2399714640412525
diversity_4,bertMulti,0.23951155844976796
diversity_5,MiniLM-L12_multi,0.23886613222900632
diversity_8,bertMulti,0.23841189404850394
diversity_3,MiniLM_multi,0.23819328905719514
diversity_4,LaBSE,0.23754025333875697
diversity_1,MiniLM_multi,0.23739963826354438
diversity_2,MiniLM_multi,0.23739963826354438
diversity_0,MiniLM_multi,0.23739963826354438
diversity_7,est-roberta,0.2363341264667374
diversity_10,MiniLM-L12_multi,0.2335916090894161
diversity_10,EstBERT,0.2327946542526006
diversity_8,est-roberta,0.227633437297137
diversity_4,MiniLM-L12_multi,0.22690628992705875
diversity_3,LaBSE,0.22564623840307535
diversity_3,MiniLM-L12_multi,0.22490776043510824
diversity_1,MiniLM-L12_multi,0.22490776043510824
diversity_2,MiniLM-L12_multi,0.22490776043510824
diversity_0,MiniLM-L12_multi,0.2244027099300577
diversity_2,LaBSE,0.22209571769246692
diversity_0,LaBSE,0.22209571769246692
diversity_1,LaBSE,0.2217484954702447
diversity_10,distilbertMulti,0.21482231680619196
diversity_9,est-roberta,0.21432632450395606
diversity_10,est-roberta,0.2140420764926699
diversity_10,xml_roberta,0.21196886859748057
diversity_9,distilbertMulti,0.2028425190650423
diversity_9,xml_roberta,0.2003849723118299
diversity_8,distilbertMulti,0.19199990603937972
diversity_8,xml_roberta,0.18469111524297283
diversity_7,xml_roberta,0.1820545350475691
diversity_6,xml_roberta,0.18051527231893588
diversity_4,xml_roberta,0.18002713959396108
diversity_5,xml_roberta,0.17983979039345396
diversity_3,xml_roberta,0.17841097797779942
diversity_2,xml_roberta,0.17713961045643192
diversity_1,xml_roberta,0.17482110537476894
diversity_0,xml_roberta,0.17468336786861038
diversity_7,distilbertMulti,0.17166122676868292
diversity_6,distilbertMulti,0.16641164585901427
diversity_5,distilbertMulti,0.16589046179616357
diversity_3,distilbertMulti,0.16461380635284145
diversity_4,distilbertMulti,0.16461380635284145
diversity_2,distilbertMulti,0.16424343598247107
diversity_1,distilbertMulti,0.16424343598247107
diversity_0,distilbertMulti,0.16418645592549103
