Diversity,Model,Score
diversity_1,LaBSE,0.16010959725975205
diversity_0,LaBSE,0.16010959725975205
diversity_2,LaBSE,0.15589794625643438
diversity_3,LaBSE,0.14889240737189655
diversity_2,MiniLM-L12_multi,0.14788392502750086
diversity_1,MiniLM-L12_multi,0.14788392502750086
diversity_0,MiniLM-L12_multi,0.14788392502750086
diversity_3,MiniLM-L12_multi,0.14745657460015044
diversity_4,MiniLM-L12_multi,0.14385723185865085
diversity_4,LaBSE,0.13383275487842053
diversity_2,MiniLM_multi,0.1303390446460622
diversity_0,MiniLM_multi,0.1303390446460622
diversity_1,MiniLM_multi,0.1303390446460622
diversity_3,MiniLM_multi,0.129528859460877
diversity_4,MiniLM_multi,0.1269161917469451
diversity_5,LaBSE,0.12514855733457386
diversity_5,MiniLM-L12_multi,0.12341477275352404
diversity_0,multi_e5,0.12170981089105444
diversity_1,multi_e5,0.12133944052068407
diversity_2,multi_e5,0.12133944052068407
diversity_3,EstBERT,0.11917114537509274
diversity_0,EstBERT,0.11870818241212978
diversity_1,EstBERT,0.11870818241212978
diversity_2,EstBERT,0.11870818241212978
diversity_6,LaBSE,0.1186418899489075
diversity_4,EstBERT,0.11811384619279355
diversity_3,multi_e5,0.11765760311335646
diversity_5,EstBERT,0.11386757832810464
diversity_7,LaBSE,0.11352908762777184
diversity_5,MiniLM_multi,0.11217408484952344
diversity_8,LaBSE,0.11020153198004075
diversity_4,multi_e5,0.10988722591573469
diversity_9,LaBSE,0.10343840126257567
diversity_6,MiniLM_multi,0.10273362301613075
diversity_10,LaBSE,0.1026599063704327
diversity_6,MiniLM-L12_multi,0.10248217635859534
diversity_8,MiniLM_multi,0.09926288672341305
diversity_7,MiniLM-L12_multi,0.09726696742370117
diversity_6,EstBERT,0.09684292323985307
diversity_7,MiniLM_multi,0.09388531083448524
diversity_10,MiniLM_multi,0.09287706185474504
diversity_9,MiniLM-L12_multi,0.09222712845003866
diversity_8,MiniLM-L12_multi,0.09217210347176807
diversity_9,MiniLM_multi,0.09198965734891947
diversity_10,MiniLM-L12_multi,0.0900060064061612
diversity_5,multi_e5,0.08987814573340888
diversity_7,EstBERT,0.08569580727914061
diversity_7,multi_e5,0.08262885798412115
diversity_6,multi_e5,0.08196140969167284
diversity_10,multi_e5,0.0814299526773727
diversity_9,multi_e5,0.07999998603907273
diversity_8,EstBERT,0.07758398083398083
diversity_0,est-roberta,0.07717946811148566
diversity_2,est-roberta,0.07717946811148566
diversity_1,est-roberta,0.07717946811148566
diversity_10,EstBERT,0.0763544883479094
diversity_8,multi_e5,0.07607735831420041
diversity_3,est-roberta,0.07588317181518936
diversity_4,est-roberta,0.07525918444778094
diversity_9,EstBERT,0.07492368588201921
diversity_5,est-roberta,0.07334615433299643
diversity_6,est-roberta,0.07235218972061078
diversity_8,distilbertMulti,0.06996398249249126
diversity_7,distilbertMulti,0.069907872179802
diversity_5,distilbertMulti,0.0696884262586017
diversity_4,distilbertMulti,0.0696884262586017
diversity_0,distilbertMulti,0.0696884262586017
diversity_1,distilbertMulti,0.0696884262586017
diversity_2,distilbertMulti,0.0696884262586017
diversity_3,distilbertMulti,0.0696884262586017
diversity_8,est-roberta,0.0693954396805274
diversity_6,distilbertMulti,0.06881239358432341
diversity_9,est-roberta,0.06823682823024928
diversity_10,est-roberta,0.06804045824221262
diversity_10,distilbertMulti,0.06778985131178114
diversity_10,bertMulti,0.06751107737291948
diversity_7,est-roberta,0.06732301851819396
diversity_9,distilbertMulti,0.06715900968751845
diversity_8,xml_roberta,0.06625354064389152
diversity_0,xml_roberta,0.06529885002911319
diversity_9,bertMulti,0.06528500868851747
diversity_9,xml_roberta,0.06520793785486768
diversity_8,bertMulti,0.06483267398618275
diversity_10,xml_roberta,0.06480343008193885
diversity_2,xml_roberta,0.06402363604556587
diversity_5,xml_roberta,0.06362348064541047
diversity_1,xml_roberta,0.06359628561821544
diversity_3,xml_roberta,0.06354578056771039
diversity_4,xml_roberta,0.06311843014035996
diversity_6,xml_roberta,0.06279930482123465
diversity_7,xml_roberta,0.062354019112791044
diversity_7,bertMulti,0.05663653086679402
diversity_2,bertMulti,0.04781585698252365
diversity_1,bertMulti,0.04781585698252365
diversity_3,bertMulti,0.04781585698252365
diversity_0,bertMulti,0.04781585698252365
diversity_4,bertMulti,0.04781585698252365
diversity_6,bertMulti,0.04520399353732687
diversity_5,bertMulti,0.04450685117351784
