Model,Average Score
LaBSE,0.13022378886823252
MiniLM-L12_multi,0.12113952149137205
MiniLM_multi,0.11276225543392959
EstBERT,0.10169800024684396
multi_e5,0.0985372028546693
est-roberta,0.07285225902929252
distilbertMulti,0.06925124243704785
xml_roberta,0.06405679050555448
bertMulti,0.05300503823071607
