lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tänane;ADJ;O;1;no;182212;177;932020281;28.75651259203094
piibujutt;NOUN;O;1;no;48;177;932020281;5373.95340430281
,;PUNCT;O;19;no;1;177;932020281;107230.5810005122
põhimõtteliselt;ADV;O;1;no;59727;177;932020281;86.82275613698592
mittesuitsetaja;NOUN;O;1;no;2395;177;932020281;1582.973015055614
ja;CCONJ;O;9;yes;30008401;177;932020281;1.5792351577429342
pool;NUM;O;2;yes;622239;177;932020281;16.90103404632215
sajand;NOUN;O;2;no;175301;177;932020281;59.76311711424486
autojuht;NOUN;O;2;no;32589;177;932020281;314.197913493112
amet;NOUN;O;1;no;174268;177;932020281;30.06040362848573
pidanud;ADJ;O;1;yes;1;177;932020281;5644.66114254353
ottoliikmelt;PROPN;O;1;no;1;177;932020281;5644.66114254353
.;PUNCT;O;8;no;1;177;932020281;45150.29664286468
niisiis;ADV;O;1;yes;50278;177;932020281;102.84282834622817
auto;NOUN;O;4;no;800766;177;932020281;26.273655051857414
tagasi;ADP;O;1;yes;880987;177;932020281;5.971731195555448
siis;ADV;O;2;yes;4827992;177;932020281;2.181072757868245
olema;AUX;O;6;yes;44175299;177;932020281;0.7151999869858636
ikka;ADV;O;1;yes;1124710;177;932020281;4.678737316550266
kohe;ADV;O;1;yes;544479;177;932020281;9.656173288637184
päris;ADV;O;1;yes;460557;177;932020281;11.412153039218422
tegema;VERB;O;1;yes;3824221;177;932020281;1.376829449029168
mees;NOUN;O;3;no;1081890;177;932020281;14.58954993493351
tähendama;VERB;O;2;no;444609;177;932020281;23.639203016161957
minema;VERB;O;1;yes;2265890;177;932020281;2.323333406084034
20.;ADJ;O;1;no;1;177;932020281;5644.66114254353
aasta;NOUN;O;1;no;4056916;177;932020281;1.2978759428750224
palk;NOUN;O;1;no;125467;177;932020281;41.66633027421817
vedama;VERB;O;1;no;120954;177;932020281;43.20908430043079
aegvii;PROPN;O;1;no;1;177;932020281;5644.66114254353
mina;PRON;O;2;yes;11806985;177;932020281;0.8919638080417209
teadma;VERB;O;1;no;1482710;177;932020281;3.5497668934776203
mets;NOUN;O;1;no;201146;177;932020281;26.062128469203568
tulema;VERB;O;2;yes;3338518;177;932020281;3.153882994650793
vahest;ADV;O;1;no;48469;177;932020281;106.60879664850391
mõni;DET;O;2;yes;1272983;177;932020281;8.26761162461786
inimene;NOUN;O;1;no;2532682;177;932020281;2.0786841575741026
paluma;VERB;O;1;no;368602;177;932020281;14.251957969555674
et;SCONJ;O;4;yes;12219169;177;932020281;1.7236794692336863
võtma;VERB;O;1;no;2139597;177;932020281;2.4604120175275037
tema;PRON;O;2;yes;9154483;177;932020281;1.1503830910034742
peale;ADV;O;1;yes;1213606;177;932020281;4.336285268490195
saama;AUX;O;1;yes;7285159;177;932020281;0.7228270015713627
elu;NOUN;O;1;no;958923;177;932020281;5.486852924751012
enne;ADP;O;1;yes;841805;177;932020281;6.249379342098524
surm;NOUN;O;1;no;149754;177;932020281;34.95070953194329
sõitma;VERB;O;2;no;521379;177;932020281;20.16468008809046
veoauto;NOUN;O;1;no;15137;177;932020281;327.7476307371988
muidugi;ADV;O;2;yes;425640;177;932020281;24.69040192442179
aga;CCONJ;O;1;yes;4573369;177;932020281;1.1513416589803307
pea;ADV;O;1;yes;496234;177;932020281;10.593208526980694
see;PRON;O;2;yes;18819336;177;932020281;0.5596219256336201
kaotama;VERB;O;1;no;246915;177;932020281;21.249330814607674
ju;ADV;O;1;yes;846605;177;932020281;6.213986173276084
vähe;ADV;O;1;no;199626;177;932020281;26.259649541747493
arvustama;VERB;O;1;no;5338;177;932020281;839.9627256908623
eriti;ADV;O;1;no;605950;177;932020281;8.67810076648374
kange;ADJ;O;1;no;21416;177;932020281;235.66218658944604
kartma;VERB;O;1;no;147084;177;932020281;35.58117097978609
üks;DET;O;2;yes;3227082;177;932020281;3.262759877831527
kord;NOUN;O;1;no;1307042;177;932020281;4.026519826620328
niisugune;DET;O;1;yes;62699;177;932020281;82.7675448563934
juhus;NOUN;O;1;no;28891;177;932020281;176.59456606818065
kuskil;ADV;O;1;yes;132728;177;932020281;39.402832008356356
nurk;NOUN;O;1;no;98695;177;932020281;52.86300152821235
tagant;ADP;O;1;yes;88022;177;932020281;59.205680740779904
järsku;ADV;O;1;no;34323;177;932020281;149.38534380035708
välja;ADV;O;1;yes;1818512;177;932020281;2.8946113574587256
kõndima;VERB;O;1;no;62968;177;932020281;82.41911821320203
tüdruk;NOUN;O;2;no;180915;177;932020281;57.918103987491826
saal;NOUN;O;1;no;88897;177;932020281;58.62897434360304
nii;ADV;O;1;yes;3438422;177;932020281;1.531271074251164
plikk;ADJ;O;1;no;1;177;932020281;5644.66114254353
saarlane;NOUN;O;1;no;41210;177;932020281;124.97225548866767
kõik;DET;O;1;yes;3161580;177;932020281;1.665316460962508
kaunistus;NOUN;O;1;no;13214;177;932020281;372.30141204020987
