lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;156408;3321;932020281;1.789605013478512
õhtu;NOUN;O;5;no;324267;3321;932020281;4.317830857058337
,;PUNCT;O;208;no;1;3321;932020281;62565.60840813724
kell;NOUN;O;1;no;871096;3321;932020281;0.3228984419846439
olema;AUX;O;128;yes;44175299;3321;932020281;0.8131844478681062
kuus;NUM;O;2;no;173129;3321;932020281;3.230022190164923
ning;CCONJ;O;13;yes;5768641;3321;932020281;0.6325095639320313
päevakada;PROPN;O;2;no;1;3321;932020281;602.5817116727569
võtma;VERB;O;6;no;2139597;3321;932020281;0.7870946001320537
kokku;ADV;O;3;yes;904646;3321;932020281;0.9307485472356372
tänane;ADJ;O;2;no;182212;3321;932020281;3.0698297279253484
olulisem;ADJ;O;1;no;100765;3321;932020281;2.7687781641749356
mina;PRON;O;29;yes;11806985;3321;932020281;0.689335943207133
ja;CCONJ;O;91;yes;30008401;3321;932020281;0.8510545258362591
maailm;NOUN;O;2;no;671149;3321;932020281;0.836537472394786
.;PUNCT;O;172;no;1;3321;932020281;51737.11830584248
stuudio;NOUN;O;1;no;41667;3321;932020281;6.609928755598095
toimetaja;NOUN;O;1;no;31005;3321;932020281;8.816617412589492
margitta;PROPN;O;1;no;595;3321;932020281;184.39603757671924
otsmaa;PROPN;O;1;no;815;3321;932020281;161.17528352590907
eesti;PROPN;O;25;no;3051164;3321;932020281;2.299090098909196
asuma;VERB;O;1;no;540495;3321;932020281;0.5200636070389514
kaaluma;VERB;O;1;no;96321;3321;932020281;2.8952981439765013
mõte;NOUN;O;3;no;597359;3321;932020281;1.4087883625416866
esitama;VERB;O;8;no;354189;3321;932020281;6.324851649674873
euroopa;PROPN;O;22;no;875787;3321;932020281;7.043431466406352
liit;NOUN;O;4;no;470171;3321;932020281;2.384849697948467
taotlus;NOUN;O;2;no;121111;3321;932020281;4.606744053497542
jagama;VERB;O;2;no;392343;3321;932020281;1.4295872581702815
toetus;NOUN;O;5;no;235979;3321;932020281;5.9269271762410005
tulevik;NOUN;O;3;no;242274;3321;932020281;3.465643760837907
kaks;NUM;O;17;no;1334057;3321;932020281;3.5744773312564577
eraldama;VERB;O;2;no;44065;3321;932020281;12.494626409468598
regioon;NOUN;O;5;no;41240;3321;932020281;33.295876154338835
territoorium;NOUN;O;2;no;67157;3321;932020281;8.2571456547637
harjumaa;PROPN;O;3;no;42161;3321;932020281;19.559209850897595
ülejäänud;ADJ;O;3;no;101546;3321;932020281;8.22484103882847
jagamine;NOUN;O;5;no;59257;3321;932020281;23.32907825877495
puhul;ADP;O;4;yes;590898;3321;932020281;1.8983658434330732
võima;AUX;O;10;yes;3045930;3321;932020281;0.9213993577460952
teoreetiliselt;ADV;O;3;no;11894;3321;932020281;65.71527319613358
või;CCONJ;O;9;yes;4123906;3321;932020281;0.6125652031351922
võitma;VERB;O;6;no;361078;3321;932020281;4.654011598853957
150;NUM;O;2;no;1;3321;932020281;602.5817116727569
miljon;NUM;O;11;no;326060;3321;932020281;9.44372029265083
kuni;CCONJ;O;3;yes;832158;3321;932020281;1.0117339138221435
500;NUM;O;2;no;1;3321;932020281;602.5817116727569
isegi;ADV;O;3;yes;696839;3321;932020281;1.207939857470197
kuni;ADV;O;4;yes;832158;3321;932020281;1.3486056347677713
700;NUM;O;2;no;1;3321;932020281;602.5817116727569
usa;PROPN;O;6;no;311382;3321;932020281;5.394566762559225
maryland;PROPN;O;2;no;1262;3321;932020281;256.25148628713913
osariik;NOUN;O;2;no;34379;3321;932020281;15.921968651041615
leidma;VERB;O;4;no;1279626;3321;932020281;0.877359618093068
riiklik;ADJ;O;2;no;147127;3321;932020281;3.7972759571375123
julgeolek;NOUN;O;2;no;36538;3321;932020281;15.00455440733944
agentuur;NOUN;O;2;no;19208;3321;932020281;27.91561031747189
nsa;PROPN;O;2;no;1367;3321;932020281;244.54806362379222
lähistel;ADP;O;2;no;17950;3321;932020281;29.7754662680937
ase;NOUN;O;2;no;67110;3321;932020281;8.262849275029108
tulema;VERB;O;13;yes;3338518;3321;932020281;1.0927877623468296
tulistamisjuhtum;NOUN;O;2;no;98;3321;932020281;545.8348425960523
mis;PRON;O;20;yes;9028438;3321;932020281;0.621729022552568
käigus;ADP;O;1;no;181471;3321;932020281;1.5437051901986447
saama;AUX;O;15;yes;7285159;3321;932020281;0.5778954779841519
haavama;VERB;O;1;no;8545;3321;932020281;29.711500109396923
vähemalt;ADV;O;3;yes;456892;3321;932020281;1.8410249122965132
üks;DET;O;8;yes;3227082;3321;932020281;0.6958110332999681
inimene;NOUN;O;5;no;2532682;3321;932020281;0.5542100545759959
komisjon;NOUN;O;5;no;322389;3321;932020281;4.342910842091503
pakkuma;VERB;O;3;no;862364;3321;932020281;0.9763341970587507
välja;ADV;O;10;yes;1818512;3321;932020281;1.542986031630863
esimees;NOUN;O;1;no;144639;3321;932020281;1.9342894524758636
arutelu;NOUN;O;3;no;109608;3321;932020281;7.624979845692499
paber;NOUN;O;3;no;94620;3321;932020281;8.82101105038241
liit;PROPN;O;10;no;470171;3321;932020281;5.959156676502223
järgmine;ADJ;O;7;yes;666308;3321;932020281;2.9456316203816666
eelarve;NOUN;O;11;no;116297;3321;932020281;26.341780986146016
kohta;ADP;O;7;yes;1119072;3321;932020281;1.7548537920700538
asepresident;NOUN;O;2;no;16346;3321;932020281;32.539663040483305
andrus;PROPN;O;3;no;32609;3321;932020281;25.129391405619334
ansip;PROPN;O;4;no;13235;3321;932020281;79.30460134418956
suuresti;ADV;O;2;no;36375;3321;932020281;15.070111569234832
initseeritud;ADJ;O;1;no;10;3321;932020281;298.9070350128569
ka;ADV;O;34;yes;7949676;3321;932020281;1.200265933915722
brexitist;PROPN;O;2;no;1;3321;932020281;602.5817116727569
rohkem;ADV;O;3;yes;1094826;3321;932020281;0.7692076272176569
debateerima;VERB;O;2;no;591;3321;932020281;369.1487007521843
