lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;156408;2502;932020281;2.37347194903497
õhtu;NOUN;O;3;no;324267;2502;932020281;3.4393164292567437
,;PUNCT;O;178;no;1;2502;932020281;71067.83414992705
kell;NOUN;O;1;no;871096;2502;932020281;0.42824555623477534
saama;VERB;O;13;yes;7285159;2502;932020281;0.6647684420787414
kuu;NOUN;O;1;no;565905;2502;932020281;0.6588174576396211
uudistetoimetus;NOUN;O;1;no;798;2502;932020281;215.85996921474634
tegema;VERB;O;13;yes;3824221;2502;932020281;1.2662404224655814
kokkuvõte;NOUN;O;1;no;119568;2502;932020281;3.099104246843266
neljapäev;ADJ;O;1;no;89407;2502;932020281;4.133785416710886
21.-st;ADJ;O;1;no;1;2502;932020281;400.2508114799991
juuli;NOUN;O;2;no;183812;2502;932020281;4.037761156109316
.;PUNCT;O;131;no;1;2502;932020281;52302.99563632811
stuudio;NOUN;O;1;no;41667;2502;932020281;8.766448667931204
olema;AUX;O;116;yes;44175299;2502;932020281;0.9781754378539457
kai;PROPN;O;1;no;22646;2502;932020281;15.838569996416519
vare;PROPN;O;1;no;16572;2502;932020281;21.33464876082811
euroopa;PROPN;O;4;no;875787;2502;932020281;1.7006274565245667
liit;PROPN;O;2;no;470171;2502;932020281;1.583416358632457
pikendama;VERB;O;1;no;43803;2502;932020281;8.347869795336972
kriisiriik;NOUN;O;2;no;148;2502;932020281;690.6835381122752
laenutähtaeg;NOUN;O;1;no;250;2502;932020281;315.9354628683793
ja;CCONJ;O;63;yes;30008401;2502;932020281;0.7820589873277926
alandama;VERB;O;1;no;15860;2502;932020281;22.239261169788648
intress;NOUN;O;2;no;25461;2502;932020281;28.26323857490062
vahendama;VERB;O;1;no;111589;2502;932020281;3.318865432120555
reuters;PROPN;O;1;no;15939;2502;932020281;22.135123921231614
brüssel;PROPN;O;2;no;27509;2502;932020281;26.228040398832892
toimuv;ADJ;O;1;no;129419;2502;932020281;2.8648960613619363
eurotsoon;NOUN;O;2;no;3547;2502;932020281;166.54361492365246
riigipea;NOUN;O;1;no;18161;2502;932020281;19.559091181041143
kohtumine;NOUN;O;2;no;236056;2502;932020281;3.1476368637942445
töödokument;NOUN;O;1;no;1361;2502;932020281;162.86036704162356
