lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;156408;367;932020281;16.14653928548468
hommik;NOUN;O;1;no;260284;367;932020281;9.725654712575489
,;PUNCT;O;29;no;1;367;932020281;78935.3807978688
mina;PRON;O;21;yes;11806985;367;932020281;4.51661310748942
olema;AUX;O;15;yes;44175299;367;932020281;0.862328069098266
eesti;PROPN;O;1;no;3051164;367;932020281;0.8323777501640411
evangeelse;PROPN;O;1;no;1;367;932020281;2722.874165096656
luterlik;PROPN;O;1;no;11984;367;932020281;196.69346775363138
kirik;NOUN;O;1;no;240456;367;932020281;10.52453562396646
emeriitõpetaja;NOUN;O;1;no;246;367;932020281;2156.581562831449
jüri;PROPN;O;1;no;95651;367;932020281;26.303762413463208
raudsep;PROPN;O;1;no;359;367;932020281;1967.8209986587522
.;PUNCT;O;30;no;1;367;932020281;81657.25603475352
hommikupalvus;NOUN;O;1;no;406;367;932020281;1898.6982893468733
alus;NOUN;O;1;no;349900;367;932020281;7.241348200233558
panema;VERB;O;1;no;1364289;367;932020281;1.8608685193868597
tähele;ADV;O;1;no;57835;367;932020281;43.229975018275546
jumal;NOUN;O;2;no;232878;367;932020281;21.72730497566303
sõna;NOUN;O;1;no;867383;367;932020281;2.925777810251375
johannes;PROPN;O;1;no;34867;367;932020281;70.96554036129497
evangeelium;NOUN;O;1;no;13343;367;932020281;177.96800064988452
kaheksas;ADJ;O;1;no;19051;367;932020281;127.13277487195694
peatükk;NOUN;O;1;no;42200;367;932020281;58.90048279897596
33.-st;ADJ;O;1;no;1;367;932020281;2722.874165096656
kuni;CCONJ;O;1;yes;832158;367;932020281;3.0494865582343875
36.;ADJ;O;1;no;1;367;932020281;2722.874165096656
salmin;PROPN;O;1;no;57;367;932020281;2568.700427535644
tema;PRON;O;5;yes;9154483;367;932020281;1.387021340264361
kostma;VERB;O;2;no;27507;367;932020281;178.62997975374049
jeesus;NOUN;O;1;no;61985;367;932020281;40.378530440566884
naabraam;NOUN;O;1;no;1;367;932020281;2722.874165096656
sugu;NOUN;O;1;no;34097;367;932020281;72.52548881660007
ega;CCONJ;O;2;yes;709853;367;932020281;7.147114066926883
veel;ADV;O;1;yes;1878717;367;932020281;1.351580423384749
iialgi;ADV;O;1;yes;10714;367;932020281;218.14291554951504
keegi;PRON;O;1;yes;909939;367;932020281;2.7890851306943434
orgama;VERB;O;1;no;1;367;932020281;2722.874165096656
kuidas;ADV;O;1;yes;1325101;367;932020281;1.915862410506011
sina;PRON;O;13;yes;3764412;367;932020281;8.768196005783219
siis;ADV;O;5;yes;4827992;367;932020281;2.6297278563036204
ütlema;VERB;O;3;no;1762423;367;932020281;4.321096051413481
saama;VERB;O;3;yes;7285159;367;932020281;1.0457770008866158
vabaksjeesus;ADJ;O;1;no;1;367;932020281;2722.874165096656
tõesti;ADV;O;2;yes;300214;367;932020281;16.869097630016924
et;SCONJ;O;3;yes;12219169;367;932020281;0.6235321952519468
igaüks;PRON;O;1;yes;131126;367;932020281;19.237732121383615
kes;PRON;O;7;yes;3572087;367;932020281;4.9755922114959015
tegema;VERB;O;4;yes;3824221;367;932020281;2.6558914531986972
padu;NOUN;O;2;no;660;367;932020281;3190.952827447834
patt;NOUN;O;3;no;24816;367;932020281;295.9305737769303
ori;NOUN;O;3;no;12230;367;932020281;578.9100953123176
ent;CCONJ;O;1;yes;212986;367;932020281;11.876029963763493
ei;AUX;O;1;yes;10371475;367;932020281;0.24492837715283736
jääma;VERB;O;1;no;1700286;367;932020281;1.493339941359482
maja;NOUN;O;1;no;433197;367;932020281;5.851939630761674
igavesti;ADV;O;2;no;16090;367;932020281;298.44058068016847
kui;SCONJ;O;2;yes;8931430;367;932020281;0.5687254508356159
nüüd;ADV;O;2;yes;1119295;367;932020281;4.534850101845385
poeg;NOUN;O;2;no;149692;367;932020281;33.726769525431756
vaba;ADJ;O;4;no;252696;367;932020281;40.05547653010066
õieti;ADV;O;2;no;23369;367;932020281;209.04725638137683
pattuma;VERB;O;1;no;1;367;932020281;2722.874165096656
vaenulik;ADJ;O;1;no;7033;367;932020281;318.956729426829
jõud;NOUN;O;2;no;201731;367;932020281;25.06654450312418
südamepõhi;NOUN;O;1;no;805;367;932020281;1462.5602512732678
ase;NOUN;O;1;no;67110;367;932020281;37.33717500089469
võtma;VERB;O;2;no;2139597;367;932020281;2.3732738817735606
ning;CCONJ;O;1;yes;5768641;367;932020281;0.44032666017326716
sealt;ADV;O;1;yes;263206;367;932020281;9.61806564592044
nähtamatu;ADJ;O;1;no;18400;367;932020281;131.41393303538933
kanal;NOUN;O;1;no;86468;367;932020281;29.0674625758457
pidama;AUX;O;1;yes;3575612;367;932020281;0.7103216972138714
kogu;DET;O;1;yes;815676;367;932020281;3.1110358403924585
olemus;NOUN;O;1;no;63580;367;932020281;39.38020864298287
meel;NOUN;O;1;no;391428;367;932020281;6.474912547987616
ja;CCONJ;O;15;yes;30008401;367;932020281;1.269418549556325
mõte;NOUN;O;1;no;597359;367;932020281;4.246255973310321
mürgitama;VERB;O;1;no;4163;367;932020281;498.6234948111922
tahtma;NOUN;O;1;no;1254286;367;932020281;2.0239486508307083
käitumine;NOUN;O;1;no;100745;367;932020281;24.985948758382875
vangistama;VERB;O;1;no;2857;367;932020281;670.4891054253301
halvim;ADJ;O;1;no;12725;367;932020281;186.02131111868724
see;PRON;O;3;yes;18819336;367;932020281;0.40486280042161704
patune;NOUN;O;2;no;5506;367;932020281;789.072012090986
lisa;VERB;O;1;no;926278;367;932020281;2.7399367598251367
kangekaelsus;NOUN;O;1;no;711;367;932020281;1546.2358243684532
kinni;ADV;O;1;no;325860;367;932020281;7.774047898910186
hoidma;VERB;O;1;no;581462;367;932020281;4.362161578205002
kuigi;SCONJ;O;1;yes;499311;367;932020281;5.078525268016848
tundma;VERB;O;1;no;633313;367;932020281;4.005544761739816
teadma;VERB;O;1;no;1482710;367;932020281;1.7123381408171194
kuiv;ADJ;O;1;no;86983;367;932020281;28.89718742628976
vilets;ADJ;O;1;no;13506;367;932020281;175.9588066231864
