Diversity,Model,Mean Score
6.0,LaBSE,0.6470575935518316
7.0,multi_e5,0.6457204563407264
6.0,multi_e5,0.6424951857711145
8.0,LaBSE,0.6411189172741031
5.0,LaBSE,0.6408270071400016
7.0,LaBSE,0.6369105995213237
8.0,multi_e5,0.6357406546125587
9.0,LaBSE,0.6300622608910792
10.0,LaBSE,0.6292519867775715
5.0,multi_e5,0.6290389987517611
