Diversity,Model,Score
diversity_8,LaBSE,0.7936148509690821
diversity_9,LaBSE,0.7912259827900953
diversity_6,LaBSE,0.7910879619367751
diversity_7,LaBSE,0.7904405070858889
diversity_7,multi_e5,0.7888041242240159
diversity_10,LaBSE,0.7860574790515451
diversity_8,multi_e5,0.7855656362519109
diversity_6,multi_e5,0.7845963709540851
diversity_9,multi_e5,0.7723662383750104
diversity_5,multi_e5,0.7722372491915835
diversity_5,LaBSE,0.7617558117693567
diversity_10,multi_e5,0.7515581566839307
diversity_4,multi_e5,0.7483314487752052
diversity_4,EstBERT,0.7474018296470567
diversity_7,bertMulti,0.7437316974152629
diversity_3,EstBERT,0.741842023382916
diversity_6,MiniLM_multi,0.7384129954344093
diversity_2,EstBERT,0.7379803511904905
diversity_7,MiniLM_multi,0.7366259124766606
diversity_6,est-roberta,0.7359291510910447
diversity_5,est-roberta,0.735261581145224
diversity_8,bertMulti,0.7351009353802181
diversity_7,est-roberta,0.7328874842716432
diversity_5,EstBERT,0.7326675420573768
diversity_6,MiniLM-L12_multi,0.7311080772464932
diversity_4,est-roberta,0.7305029915427232
diversity_6,EstBERT,0.7287964428979651
diversity_1,EstBERT,0.728725867690006
diversity_8,est-roberta,0.727253926867575
diversity_6,bertMulti,0.726986906855328
diversity_7,MiniLM-L12_multi,0.7267901235045198
diversity_3,est-roberta,0.7253577908828167
diversity_5,MiniLM_multi,0.7247168537564566
diversity_8,MiniLM-L12_multi,0.7246352281285202
diversity_8,MiniLM_multi,0.7242929643503689
diversity_9,bertMulti,0.7225091036700944
diversity_3,multi_e5,0.7213635382553081
diversity_2,est-roberta,0.7204101962422396
diversity_0,EstBERT,0.7190916344863714
diversity_4,LaBSE,0.7188806831092692
diversity_9,MiniLM-L12_multi,0.7182846627964017
diversity_9,MiniLM_multi,0.7173189490152854
diversity_9,est-roberta,0.716697377079214
diversity_10,distilbertMulti,0.71373456926153
diversity_5,MiniLM-L12_multi,0.7135045924100362
diversity_10,MiniLM_multi,0.7133464359857549
diversity_1,est-roberta,0.7127471098446331
diversity_5,bertMulti,0.7126214639572482
diversity_10,bertMulti,0.7113871305995919
diversity_10,MiniLM-L12_multi,0.7112104841561756
diversity_9,distilbertMulti,0.7064044682336736
diversity_4,MiniLM_multi,0.7058226164243966
diversity_10,est-roberta,0.7053384905571438
diversity_7,EstBERT,0.7014458385898015
diversity_0,est-roberta,0.7003510585418481
diversity_10,xml_roberta,0.6963048592847354
diversity_9,xml_roberta,0.6928959198457393
diversity_2,multi_e5,0.6921089804397338
diversity_4,bertMulti,0.6886326096026818
diversity_8,distilbertMulti,0.6824597951545837
diversity_3,LaBSE,0.6795492105837824
diversity_3,bertMulti,0.6777814307677569
diversity_8,EstBERT,0.6753270212138891
diversity_4,MiniLM-L12_multi,0.6741755872218979
diversity_2,bertMulti,0.6729005649922832
diversity_1,multi_e5,0.6725336045008388
diversity_8,xml_roberta,0.6712048142537048
diversity_3,MiniLM_multi,0.6695404846701286
diversity_1,bertMulti,0.6641773674668412
diversity_7,distilbertMulti,0.660915682614599
diversity_0,bertMulti,0.6601843825392587
diversity_7,xml_roberta,0.6564769033951181
diversity_0,multi_e5,0.6543300042655048
diversity_2,MiniLM_multi,0.6538919439693434
diversity_9,EstBERT,0.6497551449525134
diversity_2,LaBSE,0.6433571315118013
diversity_6,xml_roberta,0.6395054617390789
diversity_1,MiniLM_multi,0.6382064049498261
diversity_3,MiniLM-L12_multi,0.6370803965508558
diversity_10,EstBERT,0.6360489945545414
diversity_5,xml_roberta,0.6323753188246222
diversity_4,xml_roberta,0.6311007959905018
diversity_3,xml_roberta,0.6266859461344756
diversity_6,distilbertMulti,0.6253328821782124
diversity_0,MiniLM_multi,0.6247624986382726
diversity_1,xml_roberta,0.6229072865224826
diversity_2,xml_roberta,0.6223173312421248
diversity_0,xml_roberta,0.6218522127835853
diversity_2,MiniLM-L12_multi,0.6216039782371051
diversity_1,LaBSE,0.614228178273586
diversity_1,MiniLM-L12_multi,0.6079859221493639
diversity_0,MiniLM-L12_multi,0.5976710861759881
diversity_5,distilbertMulti,0.5912554103485477
diversity_0,LaBSE,0.5834829055056093
diversity_4,distilbertMulti,0.564522446316822
diversity_3,distilbertMulti,0.5529715089596411
diversity_2,distilbertMulti,0.5474619487409735
diversity_1,distilbertMulti,0.5366561151410222
diversity_0,distilbertMulti,0.5341511455282095
