Model,Average Score
multi_e5,0.2096444961257795
MiniLM-L12_multi,0.1747929144785088
MiniLM_multi,0.16977852310471458
est-roberta,0.16395360793629865
LaBSE,0.1609036932470885
EstBERT,0.14230561114065665
bertMulti,0.13805262122160988
xml_roberta,0.12581149782345957
distilbertMulti,0.07668783915854466
